order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
407,287,287,/997/8/567/623/803/809/287/,Pallidum,Pallidum,Bed nucleus of the anterior commissure,Bed nucleus of the anterior commissure,BAC,BAC,,,,"BAC: rgb(179,192,223)",179,192,223
408,343,343,/997/8/343/,Brain stem,Brain stem,Brain stem,Brain stem,BS,BS,,,,"BS: rgb(255,112,128)",255,112,128
409,1129,1129,/997/8/343/1129/,Interbrain,Interbrain,Interbrain,Interbrain,IB,IB,,,,"IB: rgb(255,112,127)",255,112,127
410,549,549,/997/8/343/1129/549/,Thalamus,Thalamus,Thalamus,Thalamus,TH,TH,,,,"TH: rgb(255,111,128)",255,111,128
411,864,864,/997/8/343/1129/549/864/,Thalamus,"Thalamus, sensory-motor cortex related","Thalamus, sensory-motor cortex related",Thalamus,DORsm,DOR,sm,sensory-motor cortex related,,"DORsm: rgb(254,126,132)",254,126,132
412,637,637,/997/8/343/1129/549/864/637/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral group of the dorsal thalamus,VENT,VENT,,,,"VENT: rgb(255,128,130)",255,128,130
413,629,629,/997/8/343/1129/549/864/637/629/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral anterior-lateral complex of the thalamus,Ventral anterior-lateral complex of the thalamus,VAL,VAL,,,,"VAL: rgb(253,126,132)",253,126,132
414,685,685,/997/8/343/1129/549/864/637/685/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral medial nucleus of the thalamus,Ventral medial nucleus of the thalamus,VM,VM,,,,"VM: rgb(255,126,132)",255,126,132
415,709,709,/997/8/343/1129/549/864/637/709/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral posterior complex of the thalamus,Ventral posterior complex of the thalamus,VP,VP,,,,"VP: rgb(255,128,129)",255,128,129
416,718,718,/997/8/343/1129/549/864/637/709/718/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral posterolateral nucleus of the thalamus,Ventral posterolateral nucleus of the thalamus,VPL,VPL,,,,"VPL: rgb(253,128,132)",253,128,132
417,725,725,/997/8/343/1129/549/864/637/709/725/,Thalamus,"Thalamus, sensory-motor cortex related","Ventral posterolateral nucleus of the thalamus, parvicellular part",Ventral posterolateral nucleus of the thalamus,VPLpc,VPL,pc,parvicellular,,"VPLpc: rgb(255,127,130)",255,127,130
418,733,733,/997/8/343/1129/549/864/637/709/733/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral posteromedial nucleus of the thalamus,Ventral posteromedial nucleus of the thalamus,VPM,VPM,,,,"VPM: rgb(255,126,131)",255,126,131
419,741,741,/997/8/343/1129/549/864/637/709/741/,Thalamus,"Thalamus, sensory-motor cortex related","Ventral posteromedial nucleus of the thalamus, parvicellular part",Ventral posteromedial nucleus of the thalamus,VPMpc,VPM,pc,parvicellular,,"VPMpc: rgb(254,128,130)",254,128,130
420,563807435,NaN,/997/8/343/1129/549/864/637/563807435/,Thalamus,"Thalamus, sensory-motor cortex related",Posterior triangular thalamic nucleus,Posterior triangular thalamic nucleus,PoT,PoT,,,,"PoT: rgb(255,126,130)",255,126,130
421,406,406,/997/8/343/1129/549/864/406/,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular nucleus,Subparafascicular nucleus,SPF,SPF,,,,"SPF: rgb(255,128,131)",255,128,131
422,414,414,/997/8/343/1129/549/864/406/414/,Thalamus,"Thalamus, sensory-motor cortex related","Subparafascicular nucleus, magnocellular part",Subparafascicular nucleus,SPFm,SPF,m,magnocellular,,"SPFm: rgb(255,127,132)",255,127,132
423,422,422,/997/8/343/1129/549/864/406/422/,Thalamus,"Thalamus, sensory-motor cortex related","Subparafascicular nucleus, parvicellular part",Subparafascicular nucleus,SPFp,SPF,p,parvicellular,,"SPFp: rgb(254,128,132)",254,128,132
424,609,609,/997/8/343/1129/549/864/609/,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular area,Subparafascicular area,SPA,SPA,,,,"SPA: rgb(254,127,131)",254,127,131
425,1044,1044,/997/8/343/1129/549/864/1044/,Thalamus,"Thalamus, sensory-motor cortex related",Peripeduncular nucleus,Peripeduncular nucleus,PP,PP,,,,"PP: rgb(253,127,132)",253,127,132
426,1008,1008,/997/8/343/1129/549/864/1008/,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus","Geniculate group, dorsal thalamus",GENd,GENd,,,,"GENd: rgb(253,128,131)",253,128,131
427,475,475,/997/8/343/1129/549/864/1008/475/,Thalamus,"Thalamus, sensory-motor cortex related",Medial geniculate complex,Medial geniculate complex,MG,MG,,,,"MG: rgb(255,127,131)",255,127,131
428,1072,1072,/997/8/343/1129/549/864/1008/475/1072/,Thalamus,"Thalamus, sensory-motor cortex related","Medial geniculate complex, dorsal part",Medial geniculate complex,MGd,MG,d,dorsal,,"MGd: rgb(254,127,130)",254,127,130
429,1079,1079,/997/8/343/1129/549/864/1008/475/1079/,Thalamus,"Thalamus, sensory-motor cortex related","Medial geniculate complex, ventral part",Medial geniculate complex,MGv,MG,v,ventral,,"MGv: rgb(254,126,131)",254,126,131
430,1088,1088,/997/8/343/1129/549/864/1008/475/1088/,Thalamus,"Thalamus, sensory-motor cortex related","Medial geniculate complex, medial part",Medial geniculate complex,MGm,MG,m,medial,,"MGm: rgb(253,127,131)",253,127,131
431,170,170,/997/8/343/1129/549/864/1008/170/,Thalamus,"Thalamus, sensory-motor cortex related",Dorsal part of the lateral geniculate complex,Dorsal part of the lateral geniculate complex,LGd,LGd,,,,"LGd: rgb(255,128,132)",255,128,132
432,496345664,NaN,/997/8/343/1129/549/864/1008/170/496345664/,Thalamus,"Thalamus, sensory-motor cortex related","Dorsal part of the lateral geniculate complex, shell",Dorsal part of the lateral geniculate complex,LGd-sh,LGd,sh,shell,,"LGd-sh: rgb(254,128,131)",254,128,131
433,496345668,NaN,/997/8/343/1129/549/864/1008/170/496345668/,Thalamus,"Thalamus, sensory-motor cortex related","Dorsal part of the lateral geniculate complex, core",Dorsal part of the lateral geniculate complex,LGd-co,LGd,co,core,,"LGd-co: rgb(254,127,132)",254,127,132
434,496345672,NaN,/997/8/343/1129/549/864/1008/170/496345672/,Thalamus,"Thalamus, sensory-motor cortex related","Dorsal part of the lateral geniculate complex, ipsilateral zone",Dorsal part of the lateral geniculate complex,LGd-ip,LGd,ip,ipsilateral zone,,"LGd-ip: rgb(253,128,130)",253,128,130
435,856,856,/997/8/343/1129/549/856/,Thalamus,"Thalamus, polymodal association cortex related","Thalamus, polymodal association cortex related",Thalamus,DORpm,DOR,pm,polymodal association cortex related,,"DORpm: rgb(254,144,156)",254,144,156
436,138,138,/997/8/343/1129/549/856/138/,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Lateral group of the dorsal thalamus,LAT,LAT,,,,"LAT: rgb(254,143,159)",254,143,159
437,218,218,/997/8/343/1129/549/856/138/218/,Thalamus,"Thalamus, polymodal association cortex related",Lateral posterior nucleus of the thalamus,Lateral posterior nucleus of the thalamus,LP,LP,,,,"LP: rgb(254,144,157)",254,144,157
438,1020,1020,/997/8/343/1129/549/856/138/1020/,Thalamus,"Thalamus, polymodal association cortex related",Posterior complex of the thalamus,Posterior complex of the thalamus,PO,PO,,,,"PO: rgb(255,142,156)",255,142,156
439,1029,1029,/997/8/343/1129/549/856/138/1029/,Thalamus,"Thalamus, polymodal association cortex related",Posterior limiting nucleus of the thalamus,Posterior limiting nucleus of the thalamus,POL,POL,,,,"POL: rgb(255,141,157)",255,141,157
440,325,325,/997/8/343/1129/549/856/138/325/,Thalamus,"Thalamus, polymodal association cortex related",Suprageniculate nucleus,Suprageniculate nucleus,SGN,SGN,,,,"SGN: rgb(255,142,157)",255,142,157
441,560581551,NaN,/997/8/343/1129/549/856/138/560581551/,Thalamus,"Thalamus, polymodal association cortex related",Ethmoid nucleus of the thalamus,Ethmoid nucleus of the thalamus,Eth,Eth,,,,"Eth: rgb(253,143,156)",253,143,156
442,239,239,/997/8/343/1129/549/856/239/,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anterior group of the dorsal thalamus,ATN,ATN,,,,"ATN: rgb(254,142,159)",254,142,159
443,255,255,/997/8/343/1129/549/856/239/255/,Thalamus,"Thalamus, polymodal association cortex related",Anteroventral nucleus of thalamus,Anteroventral nucleus of thalamus,AV,AV,,,,"AV: rgb(253,144,158)",253,144,158
444,127,127,/997/8/343/1129/549/856/239/127/,Thalamus,"Thalamus, polymodal association cortex related",Anteromedial nucleus,Anteromedial nucleus,AM,AM,,,,"AM: rgb(254,144,158)",254,144,158
445,1096,1096,/997/8/343/1129/549/856/239/127/1096/,Thalamus,"Thalamus, polymodal association cortex related","Anteromedial nucleus, dorsal part",Anteromedial nucleus,AMd,AM,d,dorsal,,"AMd: rgb(253,141,159)",253,141,159
446,1104,1104,/997/8/343/1129/549/856/239/127/1104/,Thalamus,"Thalamus, polymodal association cortex related","Anteromedial nucleus, ventral part",Anteromedial nucleus,AMv,AM,v,ventral,,"AMv: rgb(252,144,157)",252,144,157
447,64,64,/997/8/343/1129/549/856/239/64/,Thalamus,"Thalamus, polymodal association cortex related",Anterodorsal nucleus,Anterodorsal nucleus,AD,AD,,,,"AD: rgb(255,143,158)",255,143,158
448,1120,1120,/997/8/343/1129/549/856/239/1120/,Thalamus,"Thalamus, polymodal association cortex related",Interanteromedial nucleus of the thalamus,Interanteromedial nucleus of the thalamus,IAM,IAM,,,,"IAM: rgb(254,142,156)",254,142,156
449,1113,1113,/997/8/343/1129/549/856/239/1113/,Thalamus,"Thalamus, polymodal association cortex related",Interanterodorsal nucleus of the thalamus,Interanterodorsal nucleus of the thalamus,IAD,IAD,,,,"IAD: rgb(252,142,159)",252,142,159
450,155,155,/997/8/343/1129/549/856/239/155/,Thalamus,"Thalamus, polymodal association cortex related",Lateral dorsal nucleus of thalamus,Lateral dorsal nucleus of thalamus,LD,LD,,,,"LD: rgb(255,144,157)",255,144,157
451,444,444,/997/8/343/1129/549/856/444/,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Medial group of the dorsal thalamus,MED,MED,,,,"MED: rgb(255,144,156)",255,144,156
452,59,59,/997/8/343/1129/549/856/444/59/,Thalamus,"Thalamus, polymodal association cortex related",Intermediodorsal nucleus of the thalamus,Intermediodorsal nucleus of the thalamus,IMD,IMD,,,,"IMD: rgb(254,144,159)",254,144,159
453,362,362,/997/8/343/1129/549/856/444/362/,Thalamus,"Thalamus, polymodal association cortex related",Mediodorsal nucleus of thalamus,Mediodorsal nucleus of thalamus,MD,MD,,,,"MD: rgb(253,144,157)",253,144,157
454,366,366,/997/8/343/1129/549/856/444/366/,Thalamus,"Thalamus, polymodal association cortex related",Submedial nucleus of the thalamus,Submedial nucleus of the thalamus,SMT,SMT,,,,"SMT: rgb(253,142,159)",253,142,159
455,1077,1077,/997/8/343/1129/549/856/444/1077/,Thalamus,"Thalamus, polymodal association cortex related",Perireunensis nucleus,Perireunensis nucleus,PR,PR,,,,"PR: rgb(253,144,156)",253,144,156
456,571,571,/997/8/343/1129/549/856/571/,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Midline group of the dorsal thalamus,MTN,MTN,,,,"MTN: rgb(254,142,157)",254,142,157
457,149,149,/997/8/343/1129/549/856/571/149/,Thalamus,"Thalamus, polymodal association cortex related",Paraventricular nucleus of the thalamus,Paraventricular nucleus of the thalamus,PVT,PVT,,,,"PVT: rgb(254,143,158)",254,143,158
458,15,15,/997/8/343/1129/549/856/571/15/,Thalamus,"Thalamus, polymodal association cortex related",Parataenial nucleus,Parataenial nucleus,PT,PT,,,,"PT: rgb(255,144,159)",255,144,159
459,181,181,/997/8/343/1129/549/856/571/181/,Thalamus,"Thalamus, polymodal association cortex related",Nucleus of reuniens,Nucleus of reuniens,RE,RE,,,,"RE: rgb(253,144,159)",253,144,159
460,560581559,NaN,/997/8/343/1129/549/856/571/560581559/,Thalamus,"Thalamus, polymodal association cortex related",Xiphoid thalamic nucleus,Xiphoid thalamic nucleus,Xi,Xi,,,,"Xi: rgb(252,143,159)",252,143,159
461,51,51,/997/8/343/1129/549/856/51/,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Intralaminar nuclei of the dorsal thalamus,ILM,ILM,,,,"ILM: rgb(255,143,159)",255,143,159
462,189,189,/997/8/343/1129/549/856/51/189/,Thalamus,"Thalamus, polymodal association cortex related",Rhomboid nucleus,Rhomboid nucleus,RH,RH,,,,"RH: rgb(255,142,158)",255,142,158
463,599,599,/997/8/343/1129/549/856/51/599/,Thalamus,"Thalamus, polymodal association cortex related",Central medial nucleus of the thalamus,Central medial nucleus of the thalamus,CM,CM,,,,"CM: rgb(253,142,158)",253,142,158
464,907,907,/997/8/343/1129/549/856/51/907/,Thalamus,"Thalamus, polymodal association cortex related",Paracentral nucleus,Paracentral nucleus,PCN,PCN,,,,"PCN: rgb(254,141,159)",254,141,159
465,575,575,/997/8/343/1129/549/856/51/575/,Thalamus,"Thalamus, polymodal association cortex related",Central lateral nucleus of the thalamus,Central lateral nucleus of the thalamus,CL,CL,,,,"CL: rgb(253,143,157)",253,143,157
466,930,930,/997/8/343/1129/549/856/51/930/,Thalamus,"Thalamus, polymodal association cortex related",Parafascicular nucleus,Parafascicular nucleus,PF,PF,,,,"PF: rgb(252,144,158)",252,144,158
467,560581563,NaN,/997/8/343/1129/549/856/51/560581563/,Thalamus,"Thalamus, polymodal association cortex related",Posterior intralaminar thalamic nucleus,Posterior intralaminar thalamic nucleus,PIL,PIL,,,,"PIL: rgb(254,141,158)",254,141,158
468,262,262,/997/8/343/1129/549/856/262/,Thalamus,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,Reticular nucleus of the thalamus,RT,RT,,,,"RT: rgb(253,143,159)",253,143,159
469,1014,1014,/997/8/343/1129/549/856/1014/,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus","Geniculate group, ventral thalamus",GENv,GENv,,,,"GENv: rgb(253,142,157)",253,142,157
470,27,27,/997/8/343/1129/549/856/1014/27/,Thalamus,"Thalamus, polymodal association cortex related",Intergeniculate leaflet of the lateral geniculate complex,Intergeniculate leaflet of the lateral geniculate complex,IGL,IGL,,,,"IGL: rgb(255,144,158)",255,144,158
471,563807439,NaN,/997/8/343/1129/549/856/1014/563807439/,Thalamus,"Thalamus, polymodal association cortex related",Intermediate geniculate nucleus,Intermediate geniculate nucleus,IntG,IntG,,,,"IntG: rgb(254,141,157)",254,141,157
472,178,178,/997/8/343/1129/549/856/1014/178/,Thalamus,"Thalamus, polymodal association cortex related",Ventral part of the lateral geniculate complex,Ventral part of the lateral geniculate complex,LGv,LGv,,,,"LGv: rgb(255,142,159)",255,142,159
473,321,321,/997/8/343/1129/549/856/1014/321/,Thalamus,"Thalamus, polymodal association cortex related",Subgeniculate nucleus,Subgeniculate nucleus,SubG,SubG,,,,"SubG: rgb(253,143,158)",253,143,158
474,958,958,/997/8/343/1129/549/856/958/,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Epithalamus,EPI,EPI,,,,"EPI: rgb(252,143,158)",252,143,158
475,483,483,/997/8/343/1129/549/856/958/483/,Thalamus,"Thalamus, polymodal association cortex related",Medial habenula,Medial habenula,MH,MH,,,,"MH: rgb(255,141,159)",255,141,159
476,186,186,/997/8/343/1129/549/856/958/186/,Thalamus,"Thalamus, polymodal association cortex related",Lateral habenula,Lateral habenula,LH,LH,,,,"LH: rgb(255,143,157)",255,143,157
477,1097,1097,/997/8/343/1129/1097/,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus,HY,HY,,,,"HY: rgb(230,68,56)",230,68,56
478,157,157,/997/8/343/1129/1097/157/,Hypothalamus,Hypothalamus,Periventricular zone,Periventricular zone,PVZ,PVZ,,,,"PVZ: rgb(255,92,78)",255,92,78
479,390,390,/997/8/343/1129/1097/157/390/,Hypothalamus,Hypothalamus,Supraoptic nucleus,Supraoptic nucleus,SO,SO,,,,"SO: rgb(254,91,80)",254,91,80
480,332,332,/997/8/343/1129/1097/157/332/,Hypothalamus,Hypothalamus,Accessory supraoptic group,Accessory supraoptic group,ASO,ASO,,,,"ASO: rgb(254,93,78)",254,93,78
481,38,38,/997/8/343/1129/1097/157/38/,Hypothalamus,Hypothalamus,Paraventricular hypothalamic nucleus,Paraventricular hypothalamic nucleus,PVH,PVH,,,,"PVH: rgb(255,93,79)",255,93,79
482,30,30,/997/8/343/1129/1097/157/30/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, anterior part","Periventricular hypothalamic nucleus, anterior part",PVa,PVa,,,,"PVa: rgb(255,93,80)",255,93,80
483,118,118,/997/8/343/1129/1097/157/118/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, intermediate part","Periventricular hypothalamic nucleus, intermediate part",PVi,PVi,,,,"PVi: rgb(253,93,80)",253,93,80
484,223,223,/997/8/343/1129/1097/157/223/,Hypothalamus,Hypothalamus,Arcuate hypothalamic nucleus,Arcuate hypothalamic nucleus,ARH,ARH,,,,"ARH: rgb(255,91,79)",255,91,79
485,141,141,/997/8/343/1129/1097/141/,Hypothalamus,Hypothalamus,Periventricular region,Periventricular region,PVR,PVR,,,,"PVR: rgb(255,84,70)",255,84,70
486,72,72,/997/8/343/1129/1097/141/72/,Hypothalamus,Hypothalamus,Anterodorsal preoptic nucleus,Anterodorsal preoptic nucleus,ADP,ADP,,,,"ADP: rgb(255,85,71)",255,85,71
487,263,263,/997/8/343/1129/1097/141/263/,Hypothalamus,Hypothalamus,Anteroventral preoptic nucleus,Anteroventral preoptic nucleus,AVP,AVP,,,,"AVP: rgb(254,84,71)",254,84,71
488,272,272,/997/8/343/1129/1097/141/272/,Hypothalamus,Hypothalamus,Anteroventral periventricular nucleus,Anteroventral periventricular nucleus,AVPV,AVPV,,,,"AVPV: rgb(254,84,70)",254,84,70
489,830,830,/997/8/343/1129/1097/141/830/,Hypothalamus,Hypothalamus,Dorsomedial nucleus of the hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,DMH,,,,"DMH: rgb(254,84,69)",254,84,69
490,452,452,/997/8/343/1129/1097/141/452/,Hypothalamus,Hypothalamus,Median preoptic nucleus,Median preoptic nucleus,MEPO,MEPO,,,,"MEPO: rgb(255,84,69)",255,84,69
491,523,523,/997/8/343/1129/1097/141/523/,Hypothalamus,Hypothalamus,Medial preoptic area,Medial preoptic area,MPO,MPO,,,,"MPO: rgb(255,83,70)",255,83,70
492,763,763,/997/8/343/1129/1097/141/763/,Hypothalamus,Hypothalamus,Vascular organ of the lamina terminalis,Vascular organ of the lamina terminalis,OV,OV,,,,"OV: rgb(253,84,71)",253,84,71
493,914,914,/997/8/343/1129/1097/141/914/,Hypothalamus,Hypothalamus,Posterodorsal preoptic nucleus,Posterodorsal preoptic nucleus,PD,PD,,,,"PD: rgb(254,83,70)",254,83,70
494,1109,1109,/997/8/343/1129/1097/141/1109/,Hypothalamus,Hypothalamus,Parastrial nucleus,Parastrial nucleus,PS,PS,,,,"PS: rgb(253,84,70)",253,84,70
495,126,126,/997/8/343/1129/1097/141/126/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, posterior part",Periventricular hypothalamic nucleus,PVp,PV,p,posterior,,"PVp: rgb(255,84,71)",255,84,71
496,133,133,/997/8/343/1129/1097/141/133/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, preoptic part",Periventricular hypothalamic nucleus,PVpo,PV,po,preoptic,,"PVpo: rgb(254,85,71)",254,85,71
497,347,347,/997/8/343/1129/1097/141/347/,Hypothalamus,Hypothalamus,Subparaventricular zone,Subparaventricular zone,SBPV,SBPV,,,,"SBPV: rgb(253,85,71)",253,85,71
498,286,286,/997/8/343/1129/1097/141/286/,Hypothalamus,Hypothalamus,Suprachiasmatic nucleus,Suprachiasmatic nucleus,SCH,SCH,,,,"SCH: rgb(255,85,69)",255,85,69
499,338,338,/997/8/343/1129/1097/141/338/,Hypothalamus,Hypothalamus,Subfornical organ,Subfornical organ,SFO,SFO,,,,"SFO: rgb(255,83,71)",255,83,71
500,576073699,NaN,/997/8/343/1129/1097/141/576073699/,Hypothalamus,Hypothalamus,Ventromedial preoptic nucleus,Ventromedial preoptic nucleus,VMPO,VMPO,,,,"VMPO: rgb(253,85,69)",253,85,69
501,689,689,/997/8/343/1129/1097/141/689/,Hypothalamus,Hypothalamus,Ventrolateral preoptic nucleus,Ventrolateral preoptic nucleus,VLPO,VLPO,,,,"VLPO: rgb(254,85,70)",254,85,70
502,467,467,/997/8/343/1129/1097/467/,Hypothalamus,Hypothalamus,Hypothalamic medial zone,Hypothalamic medial zone,MEZ,MEZ,,,,"MEZ: rgb(255,76,60)",255,76,60
503,88,88,/997/8/343/1129/1097/467/88/,Hypothalamus,Hypothalamus,Anterior hypothalamic nucleus,Anterior hypothalamic nucleus,AHN,AHN,,,,"AHN: rgb(255,75,62)",255,75,62
504,331,331,/997/8/343/1129/1097/467/331/,Hypothalamus,Hypothalamus,Mammillary body,Mammillary body,MBO,MBO,,,,"MBO: rgb(254,76,61)",254,76,61
505,210,210,/997/8/343/1129/1097/467/331/210/,Hypothalamus,Hypothalamus,Lateral mammillary nucleus,Lateral mammillary nucleus,LM,LM,,,,"LM: rgb(255,75,61)",255,75,61
506,491,491,/997/8/343/1129/1097/467/331/491/,Hypothalamus,Hypothalamus,Medial mammillary nucleus,Medial mammillary nucleus,MM,MM,,,,"MM: rgb(255,74,62)",255,74,62
507,732,732,/997/8/343/1129/1097/467/331/491/732/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, median part",Medial mammillary nucleus,Mmme,MM,me,median,,"Mmme: rgb(253,75,62)",253,75,62
508,606826647,NaN,/997/8/343/1129/1097/467/331/491/606826647/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, lateral part",Medial mammillary nucleus,Mml,MM,l,lateral,,"Mml: rgb(252,75,62)",252,75,62
509,606826651,NaN,/997/8/343/1129/1097/467/331/491/606826651/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, medial part",Medial mammillary nucleus,Mmm,MM,m,medial,,"Mmm: rgb(254,74,60)",254,74,60
510,606826655,NaN,/997/8/343/1129/1097/467/331/491/606826655/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, posterior part",Medial mammillary nucleus,Mmp,MM,p,posterior,,"Mmp: rgb(254,73,61)",254,73,61
511,606826659,NaN,/997/8/343/1129/1097/467/331/491/606826659/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, dorsal part",Medial mammillary nucleus,Mmd,MM,d,dorsal,,"Mmd: rgb(253,74,61)",253,74,61
512,525,525,/997/8/343/1129/1097/467/331/525/,Hypothalamus,Hypothalamus,Supramammillary nucleus,Supramammillary nucleus,SUM,SUM,,,,"SUM: rgb(255,73,61)",255,73,61
513,557,557,/997/8/343/1129/1097/467/331/557/,Hypothalamus,Hypothalamus,Tuberomammillary nucleus,Tuberomammillary nucleus,TM,TM,,,,"TM: rgb(255,75,60)",255,75,60
514,1126,1126,/997/8/343/1129/1097/467/331/557/1126/,Hypothalamus,Hypothalamus,"Tuberomammillary nucleus, dorsal part",Tuberomammillary nucleus,TMd,TM,d,dorsal,,"TMd: rgb(252,76,61)",252,76,61
515,1,1,/997/8/343/1129/1097/467/331/557/1/,Hypothalamus,Hypothalamus,"Tuberomammillary nucleus, ventral part",Tuberomammillary nucleus,TMv,TM,v,ventral,,"TMv: rgb(255,76,62)",255,76,62
516,515,515,/997/8/343/1129/1097/467/515/,Hypothalamus,Hypothalamus,Medial preoptic nucleus,Medial preoptic nucleus,MPN,MPN,,,,"MPN: rgb(253,76,62)",253,76,62
517,980,980,/997/8/343/1129/1097/467/980/,Hypothalamus,Hypothalamus,Dorsal premammillary nucleus,Premammillary nucleus,PMd,PM,d,dorsal,,"PMd: rgb(252,76,62)",252,76,62
518,1004,1004,/997/8/343/1129/1097/467/1004/,Hypothalamus,Hypothalamus,Ventral premammillary nucleus,Premammillary nucleus,PMv,PM,v,ventral,,"PMv: rgb(255,75,59)",255,75,59
519,63,63,/997/8/343/1129/1097/467/63/,Hypothalamus,Hypothalamus,"Paraventricular hypothalamic nucleus, descending division","Paraventricular hypothalamic nucleus, descending division",PVHd,PVHd,,,,"PVHd: rgb(255,76,61)",255,76,61
520,693,693,/997/8/343/1129/1097/467/693/,Hypothalamus,Hypothalamus,Ventromedial hypothalamic nucleus,Ventromedial hypothalamic nucleus,VMH,VMH,,,,"VMH: rgb(255,74,61)",255,74,61
521,946,946,/997/8/343/1129/1097/467/946/,Hypothalamus,Hypothalamus,Posterior hypothalamic nucleus,Posterior hypothalamic nucleus,PH,PH,,,,"PH: rgb(253,75,60)",253,75,60
522,290,290,/997/8/343/1129/1097/290/,Hypothalamus,Hypothalamus,Hypothalamic lateral zone,Hypothalamic lateral zone,LZ,LZ,,,,"LZ: rgb(241,72,59)",241,72,59
523,194,194,/997/8/343/1129/1097/290/194/,Hypothalamus,Hypothalamus,Lateral hypothalamic area,Lateral hypothalamic area,LHA,LHA,,,,"LHA: rgb(242,72,58)",242,72,58
524,226,226,/997/8/343/1129/1097/290/226/,Hypothalamus,Hypothalamus,Lateral preoptic area,Lateral preoptic area,LPO,LPO,,,,"LPO: rgb(242,71,59)",242,71,59
525,356,356,/997/8/343/1129/1097/290/356/,Hypothalamus,Hypothalamus,Preparasubthalamic nucleus,Preparasubthalamic nucleus,PST,PST,,,,"PST: rgb(242,71,58)",242,71,58
526,364,364,/997/8/343/1129/1097/290/364/,Hypothalamus,Hypothalamus,Parasubthalamic nucleus,Parasubthalamic nucleus,PSTN,PSTN,,,,"PSTN: rgb(241,72,58)",241,72,58
527,576073704,NaN,/997/8/343/1129/1097/290/576073704/,Hypothalamus,Hypothalamus,Perifornical nucleus,Perifornical nucleus,PeF,PeF,,,,"PeF: rgb(242,70,58)",242,70,58
528,173,173,/997/8/343/1129/1097/290/173/,Hypothalamus,Hypothalamus,Retrochiasmatic area,Retrochiasmatic area,RCH,RCH,,,,"RCH: rgb(242,72,59)",242,72,59
529,470,470,/997/8/343/1129/1097/290/470/,Hypothalamus,Hypothalamus,Subthalamic nucleus,Subthalamic nucleus,STN,STN,,,,"STN: rgb(241,71,59)",241,71,59
530,614,614,/997/8/343/1129/1097/290/614/,Hypothalamus,Hypothalamus,Tuberal nucleus,Tuberal nucleus,TU,TU,,,,"TU: rgb(242,72,57)",242,72,57
531,797,797,/997/8/343/1129/1097/290/797/,Hypothalamus,Hypothalamus,Zona incerta,Zona incerta,ZI,ZI,,,,"ZI: rgb(240,72,59)",240,72,59
532,804,804,/997/8/343/1129/1097/290/797/804/,Hypothalamus,Hypothalamus,Fields of Forel,Fields of Forel,FF,FF,,,,"FF: rgb(242,71,57)",242,71,57
533,10671,1140,/997/8/343/1129/1097/10671/,Hypothalamus,Hypothalamus,Median eminence,Median eminence,ME,ME,,,,"ME: rgb(241,71,58)",241,71,58
534,313,313,/997/8/343/313/,Midbrain,Midbrain,Midbrain,Midbrain,MB,MB,,,,"MB: rgb(255,100,255)",255,100,255
535,339,339,/997/8/343/313/339/,Midbrain,"Midbrain, sensory related","Midbrain, sensory related",Midbrain,MBsen,MB,sen,sensory related,,"MBsen: rgb(254,122,255)",254,122,255
536,302,302,/997/8/343/313/339/302/,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related",Superior colliculus,SCs,SC,s,sensory related,,"SCs: rgb(255,121,255)",255,121,255
