Region_ID,Side,ID_Path,Region,Abbr
20595,L,/997/8/567/688/695/698/589/605/,"Taenia tecta, ventral part",TTv
20598,L,/997/8/567/688/695/315/714/746/608/,"Orbital area, ventrolateral part, layer 6a",ORBvl6a
20599,L,/997/8/343/1129/549/864/609/,Subparafascicular area,SPA
20600,L,/997/8/567/688/695/315/254/879/610/,"Retrosplenial area, dorsal part, layer 5",RSPd5
20601,L,/997/1009/991/824/1083/611/,habenular commissure,hbc
20602,L,/997/8/343/1065/771/1132/612/,Nucleus of the lateral lemniscus,NLL
20603,L,/997/8/567/688/695/315/669/409/613/,"Lateral visual area, layer 5",VISl5
20604,L,/997/8/343/1129/1097/290/614/,Tuberal nucleus,TU
20606,L,/997/8/343/313/323/616/,Cuneiform nucleus,CUN
20610,L,/997/8/567/688/695/315/714/731/620/,"Orbital area, medial part, layer 5",ORBm5
20611,L,/997/8/343/1065/771/987/621/,Motor nucleus of trigeminal,V
20612,L,/997/8/567/688/695/315/254/886/622/,"Retrosplenial area, ventral part, layer 6b",RSPv6b
20615,L,/997/8/567/688/695/315/453/322/369/625/,"Primary somatosensory area, upper limb, layer 5",SSp-ul5
20618,L,/997/8/343/313/323/1100/628/,Nucleus of the optic tract,NOT
20619,L,/997/8/343/1129/549/864/637/629/,Ventral anterior-lateral complex of the thalamus,VAL
20620,L,/997/8/567/688/695/315/714/723/630/,"Orbital area, lateral part, layer 5",ORBl5
20622,L,/997/8/567/688/695/1089/1080/726/632/,"Dentate gyrus, granule cell layer",DG-sg
20623,L,/997/1009/967/933/948/633/,inferior colliculus commissure,cic
20624,L,/997/8/343/313/323/1100/634/,Nucleus of the posterior commissure,NPC
20628,L,/997/8/567/688/695/315/1057/638/,"Gustatory areas, layer 6a",GU6a
20629,L,/997/8/567/688/695/698/631/639/,"Cortical amygdalar area, anterior part",COAa
20632,L,/997/8/343/1065/354/386/642/,Nucleus of the trapezoid body,NTB
20633,L,/997/8/567/688/695/315/247/1027/643/,"Posterior auditory area, layer 2/3",AUDpo2/3
20638,L,/997/8/567/688/695/315/500/985/648/,"Primary motor area, Layer 5",MOp5
20639,L,/997/8/567/688/695/315/669/402/649/,"Anterolateral visual area, layer 6b",VISal6b
20641,L,/997/8/343/1065/354/386/651/,Nucleus of the solitary tract,NTS
20643,L,/997/8/343/1065/354/370/653/,Abducens nucleus,VI
20644,L,/997/8/567/688/695/315/453/322/353/654/,"Primary somatosensory area, nose, layer 4",SSp-n4
20645,L,/997/8/567/688/695/698/631/647/655/,"Cortical amygdalar area, posterior part, lateral zone",COApl
20646,L,/997/8/567/688/695/315/500/993/656/,"Secondary motor area, layer 1",MOs1
20647,L,/997/8/567/688/695/315/453/322/345/657/,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3
20648,L,/997/1009/967/933/948/658/,lateral lemniscus,ll
20651,L,/997/8/343/1065/354/370/661/,Facial motor nucleus,VII
20652,L,/997/8/567/688/695/315/1057/662/,"Gustatory areas, layer 6b",GU6b
20653,L,/997/8/567/688/695/698/631/647/663/,"Cortical amygdalar area, posterior part, medial zone",COApm
20654,L,/997/8/567/688/695/1089/822/909/926/664/,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3
20655,L,/997/1009/967/840/21/665/,"lateral olfactory tract, body",lot
20657,L,/997/8/567/688/695/315/184/667/,"Frontal pole, layer 2/3",FRP2/3
20660,L,/997/8/567/688/695/315/453/322/361/670/,"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3
20661,L,/997/8/567/688/695/315/254/894/671/,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1
20662,L,/997/8/567/623/477/485/672/,Caudoputamen,CP
20663,L,/997/1009/991/824/46/673/,mammillary peduncle,mp
20665,L,/997/8/567/688/695/315/95/119/675/,"Agranular insular area, ventral part, layer 6a",AIv6a
20668,L,/997/8/567/688/695/315/247/1011/678/,"Dorsal auditory area, layer 4",AUDd4
20669,L,/997/8/343/1065/771/1117/679/,Superior central nucleus raphe,CS
20670,L,/997/8/567/688/695/315/714/746/680/,"Orbital area, ventrolateral part, layer 6b",ORBvl6b
20671,L,/997/1009/991/824/46/681/,mammillotegmental tract,mtg
20675,L,/997/8/343/1129/549/864/637/685/,Ventral medial nucleus of the thalamus,VM
20677,L,/997/8/567/688/695/315/254/886/687/,"Retrosplenial area, ventral part, layer 5",RSPv5
20679,L,/997/8/343/1129/1097/141/689/,Ventrolateral preoptic nucleus,VLPO
20680,L,/997/1009/991/824/46/690/,mammillothalamic tract,mtt
20682,L,/997/8/567/688/695/315/922/692/,"Perirhinal area, layer 5",PERI5
20683,L,/997/8/343/1129/1097/467/693/,Ventromedial hypothalamic nucleus,VMH
20684,L,/997/8/567/688/695/315/95/119/694/,"Agranular insular area, ventral part, layer 2/3",AIv2/3
20686,L,/997/8/567/688/695/315/247/1027/696/,"Posterior auditory area, layer 1",AUDpo1
20687,L,/997/1009/967/792/932/697/,medial lemniscus,ml
20688,L,/997/8/567/688/695/698/,Olfactory areas,OLF
20689,L,/997/8/567/688/695/315/95/119/699/,"Agranular insular area, ventral part, layer 6b",AIv6b
20692,L,/997/8/567/688/695/315/453/322/353/702/,"Primary somatosensory area, nose, layer 5",SSp-n5
20693,L,/997/8/567/688/703/,Cortical subplate,CTXsp
20694,L,/997/8/567/688/695/315/95/119/704/,"Agranular insular area, ventral part, layer 1",AIv1
20696,L,/997/8/343/313/323/1100/706/,Olivary pretectal nucleus,OP
20697,L,/997/8/567/688/695/315/44/707/,"Infralimbic area, layer 1",ILA1
20701,L,/997/8/343/1065/354/386/720/711/,Cuneate nucleus,CU
20708,L,/997/8/343/1129/549/864/637/709/718/,Ventral posterolateral nucleus of the thalamus,VPL
20711,L,/997/8/567/688/695/315/669/385/721/,"Primary visual area, layer 4",VISp4
20715,L,/997/8/343/1129/549/864/637/709/725/,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc
20717,L,/997/8/567/688/695/1089/822/909/926/727/,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5
20718,L,/997/1009/960/728/,arbor vitae,arb
20719,L,/997/8/567/688/695/315/541/729/,"Temporal association areas, layer 6a",TEa6a
20722,L,/997/8/343/1129/1097/467/331/491/732/,"Medial mammillary nucleus, median part",MMme
20723,L,/997/8/343/1129/549/864/637/709/733/,Ventral posteromedial nucleus of the thalamus,VPM
20725,L,/997/8/567/688/695/315/247/1002/735/,"Primary auditory area, layer 1",AUDp1
20731,L,/997/8/343/1129/549/864/637/709/741/,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc
20733,L,/997/8/567/688/695/1089/822/909/926/743/,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6
20734,L,/997/1009/960/744/,cerebellar commissure,cbc
20739,L,/997/8/343/313/323/749/,Ventral tegmental area,VTA
20740,L,/997/8/567/688/695/315/669/425/750/,"Posterolateral visual area, layer 1",VISpl1
20743,L,/997/1009/991/824/46/753/,principal mammillary tract,pm
20744,L,/997/8/567/623/477/493/754/,Olfactory tubercle,OT
20745,L,/997/8/567/688/695/315/247/1018/755/,"Ventral auditory area, layer 2/3",AUDv2/3
20747,L,/997/8/343/313/323/757/,Ventral tegmental nucleus,VTN
20749,L,/997/8/567/688/695/315/247/1027/759/,"Posterior auditory area, layer 4",AUDpo4
20753,L,/997/8/343/1129/1097/141/763/,Vascular organ of the lamina terminalis,OV
20755,L,/997/8/343/1065/354/370/765/,Nucleus x,x
20757,L,/997/8/567/688/695/315/500/993/767/,"Secondary motor area, layer 5",MOs5
20761,L,/997/8/343/1065/771/,Pons,P
20762,L,/997/8/567/688/695/315/31/48/772/,"Anterior cingulate area, ventral part, layer 5",ACAv5
20763,L,/997/8/343/1065/354/370/773/,Hypoglossal nucleus,XII
20764,L,/997/8/567/688/695/315/254/894/774/,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5
20768,L,/997/8/567/688/695/315/669/385/778/,"Primary visual area, layer 5",VISp5
20770,L,/997/8/567/688/703/780/,Posterior amygdalar nucleus,PA
20771,L,/997/8/343/1065/354/370/781/,Nucleus y,y
20773,L,/997/8/567/688/695/315/95/104/783/,"Agranular insular area, dorsal part, layer 6a",AId6a
20774,L,/997/1009/983/784/,corticospinal tract,cst
20776,L,/997/8/567/688/695/315/541/786/,"Temporal association areas, layer 6b",TEa6b
20778,L,/997/8/567/688/695/698/788/,Piriform-amygdalar area,PAA
20781,L,/997/8/567/688/695/315/247/1027/791/,"Posterior auditory area, layer 5",AUDpo5
20784,L,/997/1009/967/901/229/794/,spinal tract of the trigeminal nerve,sptV
20785,L,/997/8/343/313/323/795/,Periaqueductal gray,PAG
20787,L,/997/8/343/1129/1097/290/797/,Zona incerta,ZI
20788,L,/997/1009/967/798/,facial nerve,VIIn
20790,L,/997/8/567/688/695/315/95/119/800/,"Agranular insular area, ventral part, layer 5",AIv5
20792,L,/997/1009/991/824/1083/802/,stria medullaris,sm
20793,L,/997/8/567/623/803/,Pallidum,PAL
20794,L,/997/8/343/1129/1097/290/797/804/,Fields of Forel,FF
20795,L,/997/8/567/688/695/315/669/533/805/,"posteromedial visual area, layer 1",VISpm1
20796,L,/997/8/567/688/695/315/453/378/806/,"Supplemental somatosensory area, layer 2/3",SSs2/3
20800,L,/997/8/567/688/695/315/31/48/810/,"Anterior cingulate area, ventral part, 6a",ACAv6a
20801,L,/997/8/343/313/339/4/811/,"Inferior colliculus, central nucleus",ICc
20802,L,/997/1009/960/752/326/812/,superior cerebellar peduncle decussation,dscp
20804,L,/997/8/567/688/695/698/814/,Dorsal peduncular area,DP
20806,L,/997/8/567/688/695/315/247/1002/816/,"Primary auditory area, layer 4",AUDp4
20809,L,/997/8/567/688/695/315/31/48/819/,"Anterior cingulate area, ventral part, 6b",ACAv6b
20810,L,/997/8/343/313/339/4/820/,"Inferior colliculus, dorsal nucleus",ICd
20811,L,/997/8/567/688/695/315/669/385/821/,"Primary visual area, layer 2/3",VISp2/3
20817,L,/997/8/567/688/695/315/44/827/,"Infralimbic area, layer 5",ILA5
20818,L,/997/8/343/313/339/4/828/,"Inferior colliculus, external nucleus",ICe
20820,L,/997/8/343/1129/1097/141/830/,Dorsomedial nucleus of the hypothalamus,DMH
20821,L,/997/8/567/688/695/315/95/104/831/,"Agranular insular area, dorsal part, layer 6b",AId6b
20822,L,/997/1009/967/832/,oculomotor nerve,IIIn
20824,L,/997/8/343/313/339/302/834/,"Superior colliculus, zonal layer",SCzo
20826,L,/997/8/567/688/695/315/895/836/,Ectorhinal area/Layer 1,ECT1
20828,L,/997/8/567/688/695/315/453/322/353/838/,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3
20829,L,/997/8/343/1065/354/370/839/,Dorsal motor nucleus of the vagus nerve,DMX
20831,L,/997/1009/967/933/948/841/,trapezoid body,tb
20832,L,/997/8/343/313/339/302/842/,"Superior colliculus, superficial gray layer",SCsg
20833,L,/997/8/567/688/695/1089/822/843/,Parasubiculum,PAR
20834,L,/997/8/567/688/695/315/500/985/844/,"Primary motor area, Layer 6a",MOp6a
20836,L,/997/8/512/519/846/,Dentate nucleus,DN
20837,L,/997/8/567/688/695/315/247/1002/847/,"Primary auditory area, layer 5",AUDp5
20838,L,/997/1009/967/848/,optic nerve,IIn
20839,L,/997/8/567/688/695/315/677/849/,"Visceral area, layer 6b",VISC6b
20840,L,/997/1009/960/752/326/850/,uncinate fascicle,uf
20841,L,/997/8/343/313/339/302/851/,"Superior colliculus, optic layer",SCop
20842,L,/997/8/343/1065/354/370/852/,Parvicellular reticular nucleus,PARN
20844,L,/997/8/567/688/695/315/453/322/369/854/,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3
20847,L,/997/8/567/688/695/315/677/857/,"Visceral area, layer 6a",VISC6a
20849,L,/997/8/343/1065/354/370/859/,Parasolitary nucleus,PAS
20852,L,/997/8/567/688/695/315/453/378/862/,"Supplemental somatosensory area, layer 6a",SSs6a
20853,L,/997/1009/1000/863/,rubrospinal tract,rust
20856,L,/997/1009/960/752/326/866/,ventral spinocerebellar tract,sctv
20857,L,/997/8/343/1065/771/1132/867/,Parabrachial nucleus,PB
20859,L,/997/8/567/688/695/315/669/425/869/,"Posterolateral visual area, layer 4",VISpl4
20862,L,/997/8/343/313/348/165/872/,Dorsal nucleus raphe,DR
20863,L,/997/8/567/688/695/315/453/378/873/,"Supplemental somatosensory area, layer 1",SSs1
20864,L,/997/8/343/313/339/874/,Parabigeminal nucleus,PBG
20868,L,/997/8/567/688/695/315/453/322/345/878/,"Primary somatosensory area, mouth, layer 1",SSp-m1
20870,L,/997/8/343/1065/771/987/880/,Dorsal tegmental nucleus,DTN
20872,L,/997/8/567/688/695/315/500/985/882/,"Primary motor area, Layer 6b",MOp6b
20874,L,/997/1009/991/768/884/,amygdalar capsule,amc
20878,L,/997/8/567/688/695/315/922/888/,"Perirhinal area, layer 2/3",PERI2/3
20879,L,/997/8/567/688/695/315/453/322/353/889/,"Primary somatosensory area, nose, layer 6a",SSp-n6a
20883,L,/997/8/567/688/695/315/453/378/893/,"Supplemental somatosensory area, layer 6b",SSs6b
20887,L,/997/8/567/688/695/315/677/897/,"Visceral area, layer 1",VISC1
20888,L,/997/8/343/1065/771/987/898/,Pontine central gray,PCG
20890,L,/997/1009/967/840/900/,"anterior commissure, olfactory limb",aco
20892,L,/997/8/567/688/695/315/669/425/902/,"Posterolateral visual area, layer 5",VISpl5
20893,L,/997/8/343/1065/354/386/903/,External cuneate nucleus,ECU
20895,L,/997/8/567/688/695/315/669/402/905/,"Anterolateral visual area, layer 2/3",VISal2/3
20896,L,/997/8/567/688/695/315/254/894/906/,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a
20897,L,/997/8/343/1129/549/856/51/907/,Paracentral nucleus,PCN
20898,L,/997/1009/991/768/908/,"anterior commissure, temporal limb",act
20900,L,/997/8/567/688/695/315/714/731/910/,"Orbital area, medial part, layer 6a",ORBm6a
20901,L,/997/1009/967/911/,trochlear nerve,IVn
20902,L,/997/8/512/528/645/912/,Lingula (I),LING
20904,L,/997/8/343/1129/1097/141/914/,Posterodorsal preoptic nucleus,PD
20906,L,/997/1009/967/848/916/,brachium of the superior colliculus,bsc
20909,L,/997/8/567/688/695/315/31/39/919/,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a
20914,L,/997/1009/983/784/924/,cerebal peduncle,cpd
20917,L,/997/8/567/688/695/315/31/39/927/,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b
20919,L,/997/8/567/688/695/315/453/322/353/929/,"Primary somatosensory area, nose, layer 6b",SSp-n6b
20920,L,/997/8/343/1129/549/856/51/930/,Parafascicular nucleus,PF
20921,L,/997/8/343/1065/771/987/931/,Pontine gray,PG
20925,L,/997/8/567/688/695/315/31/39/935/,"Anterior cingulate area, dorsal part, layer 1",ACAd1
20926,L,/997/8/512/528/645/936/,Declive (VI),DEC
20929,L,/997/8/343/1065/354/370/135/939/,"Nucleus ambiguus, dorsal division",AMBd
20930,L,/997/1009/991/768/940/,cingulum bundle,cing
20933,L,/997/8/567/688/695/315/500/985/943/,"Primary motor area, Layer 2/3",MOp2/3
20934,L,/997/8/512/528/645/944/,Folium-tuber vermis (VII),FOTU
20935,L,/997/8/567/688/695/315/453/322/369/945/,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a
20936,L,/997/8/343/1129/1097/467/946/,Posterior hypothalamic nucleus,PH
20939,L,/997/1009/967/949/,vomeronasal nerve,von
20940,L,/997/8/567/688/695/315/453/322/345/950/,"Primary somatosensory area, mouth, layer 4",SSp-m4
20941,L,/997/8/512/528/645/951/,Pyramus (VIII),PYR
20942,L,/997/8/567/688/703/942/952/,"Endopiriform nucleus, dorsal part",EPd
20944,L,/997/8/567/688/695/315/247/1002/954/,"Primary auditory area, layer 6a",AUDp6a
20945,L,/997/8/343/1065/354/370/235/955/,"Lateral reticular nucleus, magnocellular part",LRNm
20946,L,/997/1009/983/776/956/,"corpus callosum, anterior forceps",fa
20947,L,/997/8/512/528/645/957/,Uvula (IX),UVU
20949,L,/997/8/567/688/695/315/247/1018/959/,"Ventral auditory area, layer 1",AUDv1
20951,L,/997/8/567/688/695/698/961/,Piriform area,PIR
20952,L,/997/8/567/688/695/315/500/993/962/,"Secondary motor area, layer 2/3",MOs2/3
20953,L,/997/8/343/1065/354/370/235/963/,"Lateral reticular nucleus, parvicellular part",LRNp
20954,L,/997/1009/983/776/964/,"corpus callosum, extreme capsule",ee
20955,L,/997/8/567/688/695/315/254/894/965/,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3
20956,L,/997/8/567/688/703/942/966/,"Endopiriform nucleus, ventral part",EPv
20958,L,/997/8/512/528/645/968/,Nodulus (X),NOD
20959,L,/997/8/567/688/695/315/714/746/969/,"Orbital area, ventrolateral part, layer 1",ORBvl1
20960,L,/997/8/343/1065/354/370/938/970/,"Paragigantocellular reticular nucleus, dorsal part",PGRNd
20961,L,/997/1009/983/776/971/,"corpus callosum, posterior forceps",fp
20963,L,/997/8/567/688/695/315/669/409/973/,"Lateral visual area, layer 2/3",VISl2/3
20964,L,/997/8/567/688/695/315/453/322/345/974/,"Primary somatosensory area, mouth, layer 5",SSp-m5
20965,L,/997/8/343/313/323/975/,Edinger-Westphal nucleus,EW
20966,L,/997/8/512/528/645/920/976/,Lobule II,CENT2
20967,L,/997/8/567/688/695/315/895/977/,Ectorhinal area/Layer 6a,ECT6a
20968,L,/997/8/343/1065/354/370/938/978/,"Paragigantocellular reticular nucleus, lateral part",PGRNl
20970,L,/997/8/343/1129/1097/467/980/,Dorsal premammillary nucleus,PMd
20971,L,/997/8/567/688/695/315/453/322/329/981/,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1
20972,L,/997/8/567/688/695/1089/1080/982/,Fasciola cinerea,FC
20974,L,/997/8/512/528/645/920/984/,Lobule III,CENT3
20976,L,/997/1009/983/776/986/,"corpus callosum, splenium",ccs
20978,L,/997/8/567/688/695/315/895/988/,Ectorhinal area/Layer 5,ECT5
20979,L,/997/8/512/519/989/,Fastigial nucleus,FN
20980,L,/997/8/567/688/695/315/247/1018/990/,"Ventral auditory area, layer 4",AUDv4
20986,L,/997/8/567/688/695/315/95/104/996/,"Agranular insular area, dorsal part, layer 1",AId1
20987,L,/997/,brain,brain
20988,L,/997/8/567/623/477/493/998/,Fundus of striatum,FS
20994,L,/997/8/343/1129/1097/467/1004/,Ventral premammillary nucleus,PMv
20995,L,/997/8/567/688/695/315/247/1002/1005/,"Primary auditory area, layer 6b",AUDp6b
20996,L,/997/8/567/688/695/315/453/322/361/1006/,"Primary somatosensory area, trunk, layer 1",SSp-tr1
20997,L,/997/8/512/528/1073/1007/,Simple lobule,SIM
20999,L,/997/1009/,fiber tracts,fiber tracts
21000,L,/997/8/567/688/695/315/677/1010/,"Visceral area, layer 4",VISC4
21004,L,/997/8/567/688/695/315/31/39/1015/,"Anterior cingulate area, dorsal part, layer 5",ACAd5
21005,L,/997/1009/967/840/1016/,olfactory nerve layer of main olfactory bulb,onl
21009,L,/997/8/343/1129/549/856/138/1020/,Posterior complex of the thalamus,PO
21010,L,/997/8/567/688/695/315/500/993/1021/,"Secondary motor area, layer 6a",MOs6a
21011,L,/997/8/567/623/803/818/1022/,"Globus pallidus, external segment",GPe
21012,L,/997/8/567/688/695/315/247/1018/1023/,"Ventral auditory area, layer 5",AUDv5
21014,L,/997/8/512/528/1073/1025/,Paramedian lobule,PRM
21015,L,/997/8/567/688/695/315/453/322/369/1026/,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b
21018,L,/997/8/343/1129/549/856/138/1029/,Posterior limiting nucleus of the thalamus,POL
21019,L,/997/8/567/688/695/315/453/322/337/1030/,"Primary somatosensory area, lower limb, layer 1",SSp-ll1
21020,L,/997/8/567/623/803/818/1031/,"Globus pallidus, internal segment",GPi
21022,L,/997/8/512/528/1073/1033/,Copula pyramidis,COPY
21024,L,/997/8/567/688/695/315/453/378/1035/,"Supplemental somatosensory area, layer 4",SSs4
21026,L,/997/8/567/688/695/1089/822/1037/,Postsubiculum,POST
21027,L,/997/8/567/688/695/315/453/322/329/1038/,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a
21028,L,/997/8/343/1065/354/386/720/1039/,Gracile nucleus,GR
21030,L,/997/8/512/528/1073/1041/,Paraflocculus,PFL
21032,L,/997/1009/1000/877/1043/,crossed tectospinal pathway,tspc
21033,L,/997/8/343/1129/549/864/1044/,Peripeduncular nucleus,PP
21034,L,/997/8/567/688/695/315/895/1045/,Ectorhinal area/Layer 6b,ECT6b
21035,L,/997/8/567/688/695/315/669/394/1046/,"Anteromedial visual area, layer 6a",VISam6a
21036,L,/997/8/567/688/695/315/453/322/329/1047/,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4
21037,L,/997/8/343/1065/354/370/1048/,Gigantocellular reticular nucleus,GRN
21038,L,/997/8/512/528/1073/1049/,Flocculus,FL
21041,L,/997/8/343/313/348/1052/,Pedunculopontine nucleus,PPN
21043,L,/997/8/567/688/695/315/44/1054/,"Infralimbic area, layer 6a",ILA6a
21045,L,/997/8/512/528/1073/1017/1056/,Crus 1,ANcr1
21047,L,/997/8/567/688/695/315/677/1058/,"Visceral area, layer 5",VISC5
21049,L,/997/1009/1000/877/1060/,doral tegmental decussation,dtd
21050,L,/997/8/343/313/323/1100/1061/,Posterior pretectal nucleus,PPT
21051,L,/997/8/567/688/695/315/453/322/329/1062/,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b
21053,L,/997/8/512/528/1073/1017/1064/,Crus 2,ANcr2
21055,L,/997/8/567/688/695/315/669/394/1066/,"Anteromedial visual area, layer 2/3",VISam2/3
21058,L,/997/8/343/1065/354/370/1069/,Parapyramidal nucleus,PPY
21059,L,/997/8/567/688/695/315/453/322/329/1070/,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5
21061,L,/997/8/343/1129/549/864/1008/475/1072/,"Medial geniculate complex, dorsal part",MGd
21063,L,/997/8/567/688/695/315/669/402/1074/,"Anterolateral visual area, layer 1",VISal1
21066,L,/997/8/343/1129/549/856/444/1077/,Perireunensis nucleus,PR
21068,L,/997/8/343/1129/549/864/1008/475/1079/,"Medial geniculate complex, ventral part",MGv
21070,L,/997/8/567/688/695/315/44/1081/,"Infralimbic area, layer 6b",ILA6b
21073,L,/997/8/567/688/695/1089/822/1084/,Presubiculum,PRE
21074,L,/997/8/567/688/695/315/500/993/1085/,"Secondary motor area, layer 6b",MOs6b
21075,L,/997/8/567/688/695/315/453/322/361/1086/,"Primary somatosensory area, trunk, layer 4",SSp-tr4
21077,L,/997/8/343/1129/549/864/1008/475/1088/,"Medial geniculate complex, medial part",MGm
21078,L,/997/8/567/688/695/1089/,Hippocampal formation,HPF
21079,L,/997/8/567/688/695/315/453/378/1090/,"Supplemental somatosensory area, layer 5",SSs5
21080,L,/997/8/512/528/645/928/1091/,Lobules IV-V,"CUL4, 5"
21081,L,/997/1009/983/896/1092/,external medullary lamina of the thalamus,em
21082,L,/997/8/343/1065/771/987/1093/,"Pontine reticular nucleus, caudal part",PRNc
21083,L,/997/8/567/688/695/315/453/322/337/1094/,"Primary somatosensory area, lower limb, layer 4",SSp-ll4
21085,L,/997/8/343/1129/549/856/239/127/1096/,"Anteromedial nucleus, dorsal part",AMd
21086,L,/997/8/343/1129/1097/,Hypothalamus,HY
21087,L,/997/8/343/1065/354/370/395/1098/,"Medullary reticular nucleus, dorsal part",MDRNd
21090,L,/997/8/567/688/695/315/95/104/1101/,"Agranular insular area, dorsal part, layer 5",AId5
21091,L,/997/8/567/688/695/315/453/322/345/1102/,"Primary somatosensory area, mouth, layer 6a",SSp-m6a
21093,L,/997/8/343/1129/549/856/239/127/1104/,"Anteromedial nucleus, ventral part",AMv
21094,L,/997/8/567/623/477/278/1105/,Intercalated amygdalar nucleus,IA
21095,L,/997/8/567/688/695/315/677/1106/,"Visceral area, layer 2/3",VISC2/3
21096,L,/997/8/343/1065/354/370/395/1107/,"Medullary reticular nucleus, ventral part",MDRNv
21097,L,/997/1009/983/776/1108/,genu of corpus callosum,ccg
21098,L,/997/8/343/1129/1097/141/1109/,Parastrial nucleus,PS
21100,L,/997/8/567/688/695/315/453/322/361/1111/,"Primary somatosensory area, trunk, layer 5",SSp-tr5
21102,L,/997/8/343/1129/549/856/239/1113/,Interanterodorsal nucleus of the thalamus,IAD
21103,L,/997/8/567/688/695/315/669/402/1114/,"Anterolateral visual area, layer 4",VISal4
21104,L,/997/1009/967/798/1116/,genu of the facial nerve,gVIIn
21108,L,/997/8/343/1129/549/856/239/1120/,Interanteromedial nucleus of the thalamus,IAM
21109,L,/997/8/567/688/695/1089/822/909/918/1121/,"Entorhinal area, lateral part, layer 1",ENTl1
21110,L,/997/1009/960/752/1123/,inferior cerebellar peduncle,icp
21112,L,/997/8/567/688/695/315/714/746/1125/,"Orbital area, ventrolateral part, layer 5",ORBvl5
21113,L,/997/8/343/1129/1097/467/331/557/1126/,"Tuberomammillary nucleus, dorsal part",TMd
21114,L,/997/8/567/688/695/315/541/1127/,"Temporal association areas, layer 2/3",TEa2/3
21115,L,/997/8/567/688/695/315/453/322/337/1128/,"Primary somatosensory area, lower limb, layer 5",SSp-ll5
21120,L,/997/8/567/688/695/698/619/1139/,"Nucleus of the lateral olfactory tract, layer 3",NLOT3
21127,L,/997/8/343/1129/1097/10671/,Median eminence,ME
21159,L,/997/8/567/688/695/1089/1080/726/10703/,"Dentate gyrus, molecular layer",DG-mo
21160,L,/997/8/567/688/695/1089/1080/726/10704/,"Dentate gyrus, polymorph layer",DG-po
21201,L,/997/8/567/688/695/315/453/322/182305689/182305693/,"Primary somatosensory area, unassigned, layer 1",SSp-un1
21202,L,/997/8/567/688/695/315/453/322/182305689/182305697/,"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3
21203,L,/997/8/567/688/695/315/453/322/182305689/182305701/,"Primary somatosensory area, unassigned, layer 4",SSp-un4
21204,L,/997/8/567/688/695/315/453/322/182305689/182305705/,"Primary somatosensory area, unassigned, layer 5",SSp-un5
21205,L,/997/8/567/688/695/315/453/322/182305689/182305709/,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a
21206,L,/997/8/567/688/695/315/453/322/182305689/182305713/,"Primary somatosensory area, unassigned, layer 6b",SSp-un6b
21209,L,/997/8/567/688/695/315/22/312782546/312782550/,"Anterior area, layer 1",VISa1
21210,L,/997/8/567/688/695/315/22/312782546/312782554/,"Anterior area, layer 2/3",VISa2/3
21211,L,/997/8/567/688/695/315/22/312782546/312782558/,"Anterior area, layer 4",VISa4
21212,L,/997/8/567/688/695/315/22/312782546/312782562/,"Anterior area, layer 5",VISa5
21213,L,/997/8/567/688/695/315/22/312782546/312782566/,"Anterior area, layer 6a",VISa6a
21214,L,/997/8/567/688/695/315/22/312782546/312782570/,"Anterior area, layer 6b",VISa6b
21216,L,/997/8/567/688/695/315/669/312782574/312782578/,"Laterointermediate area, layer 1",VISli1
21217,L,/997/8/567/688/695/315/669/312782574/312782582/,"Laterointermediate area, layer 2/3",VISli2/3
21218,L,/997/8/567/688/695/315/669/312782574/312782586/,"Laterointermediate area, layer 4",VISli4
21219,L,/997/8/567/688/695/315/669/312782574/312782590/,"Laterointermediate area, layer 5",VISli5
21220,L,/997/8/567/688/695/315/669/312782574/312782594/,"Laterointermediate area, layer 6a",VISli6a
21221,L,/997/8/567/688/695/315/669/312782574/312782598/,"Laterointermediate area, layer 6b",VISli6b
21222,L,/997/8/567/688/695/315/22/417/312782604/,"Rostrolateral area, layer 1",VISrl1
21223,L,/997/8/567/688/695/315/22/417/312782608/,"Rostrolateral area, layer 2/3",VISrl2/3
