order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
400,333,323,/997/8/567/623/477/275/333/,Striatum,Striatum,Septohippocampal nucleus,Septohippocampal nucleus,SH,SH,,,,"SH: rgb(143,202,237)",143,202,237
401,278,#N/A,/997/8/567/623/477/278/,Striatum,Striatum,Striatum-like amygdalar nuclei,Striatum-like amygdalar nuclei,sAMY,sAMY,,,,"sAMY: rgb(128,192,225)",128,192,225
402,23,21,/997/8/567/623/477/278/23/,Striatum,Striatum,Anterior amygdalar area,Anterior amygdalar area,AAA,AAA,,,,"AAA: rgb(128,192,226)",128,192,226
403,292,282,/997/8/567/623/477/278/292/,Striatum,Striatum,Bed nucleus of the accessory olfactory tract,Bed nucleus of the accessory olfactory tract,BA,BA,,,,"BA: rgb(128,191,226)",128,191,226
404,536,#N/A,/997/8/567/623/477/278/536/,Striatum,Striatum,Central amygdalar nucleus,Central amygdalar nucleus,CEA,CEA,,,,"CEA: rgb(126,192,226)",126,192,226
405,544,534,/997/8/567/623/477/278/536/544/,Striatum,Striatum,"Central amygdalar nucleus, capsular part",Central amygdalar nucleus,CEAc,CEA,c,capsular,,"CEAc: rgb(128,191,224)",128,191,224
406,551,541,/997/8/567/623/477/278/536/551/,Striatum,Striatum,"Central amygdalar nucleus, lateral part",Central amygdalar nucleus,CEAl,CEA,l,lateral,,"CEAl: rgb(128,190,225)",128,190,225
407,559,549,/997/8/567/623/477/278/536/559/,Striatum,Striatum,"Central amygdalar nucleus, medial part",Central amygdalar nucleus,CEAm,CEA,m,medial,,"CEAm: rgb(127,192,224)",127,192,224
408,1105,1094,/997/8/567/623/477/278/1105/,Striatum,Striatum,Intercalated amygdalar nucleus,Intercalated amygdalar nucleus,IA,IA,,,,"IA: rgb(128,190,226)",128,190,226
409,403,393,/997/8/567/623/477/278/403/,Striatum,Striatum,Medial amygdalar nucleus,Medial amygdalar nucleus,MEA,MEA,,,,"MEA: rgb(128,191,225)",128,191,225
410,803,793,/997/8/567/623/803/,Pallidum,Pallidum,Pallidum,Pallidum,PAL,PAL,,,,"PAL: rgb(133,153,204)",133,153,204
411,818,#N/A,/997/8/567/623/803/818/,Pallidum,Pallidum,"Pallidum, dorsal region",Pallidum,PALd,PAL,d,dorsal,,"PALd: rgb(133,153,203)",133,153,203
412,1022,1011,/997/8/567/623/803/818/1022/,Pallidum,Pallidum,"Globus pallidus, external segment",Globus pallidus,GPe,GP,e,external,,"GPe: rgb(133,152,204)",133,152,204
413,1031,1020,/997/8/567/623/803/818/1031/,Pallidum,Pallidum,"Globus pallidus, internal segment",Globus pallidus,GPi,GP,i,internal,,"GPi: rgb(132,153,204)",132,153,204
414,835,#N/A,/997/8/567/623/803/835/,Pallidum,Pallidum,"Pallidum, ventral region","Pallidum, ventral region",PALv,PAL,v,ventral,,"PALv: rgb(162,176,216)",162,176,216
415,342,332,/997/8/567/623/803/835/342/,Pallidum,Pallidum,Substantia innominata,Substantia innominata,SI,SI,,,,"SI: rgb(162,177,215)",162,177,215
416,298,288,/997/8/567/623/803/835/298/,Pallidum,Pallidum,Magnocellular nucleus,Magnocellular nucleus,MA,MA,,,,"MA: rgb(162,177,216)",162,177,216
417,826,#N/A,/997/8/567/623/803/826/,Pallidum,Pallidum,"Pallidum, medial region",Pallidum,PALm,PAL,m,medial,,"PALm: rgb(149,167,211)",149,167,211
418,904,#N/A,/997/8/567/623/803/826/904/,Pallidum,Pallidum,Medial septal complex,Medial septal complex,MSC,MSC,,,,"MSC: rgb(150,166,210)",150,166,210
419,564,554,/997/8/567/623/803/826/904/564/,Pallidum,Pallidum,Medial septal nucleus,Medial septal nucleus,MS,MS,,,,"MS: rgb(150,167,211)",150,167,211
420,596,586,/997/8/567/623/803/826/904/596/,Pallidum,Pallidum,Diagonal band nucleus,Diagonal band nucleus,NDB,NDB,,,,"NDB: rgb(150,166,211)",150,166,211
421,581,571,/997/8/567/623/803/826/581/,Pallidum,Pallidum,Triangular nucleus of septum,Triangular nucleus of septum,TRS,TRS,,,,"TRS: rgb(150,167,210)",150,167,210
422,809,#N/A,/997/8/567/623/803/809/,Pallidum,Pallidum,"Pallidum, caudal region",Pallidum,PALc,PAL,c,caudal,,"PALc: rgb(177,191,223)",177,191,223
423,351,341,/997/8/567/623/803/809/351/,Pallidum,Pallidum,Bed nuclei of the stria terminalis,Bed nuclei of the stria terminalis,BST,BST,,,,"BST: rgb(179,192,222)",179,192,222
424,287,277,/997/8/567/623/803/809/287/,Pallidum,Pallidum,Bed nucleus of the anterior commissure,Bed nucleus of the anterior commissure,BAC,BAC,,,,"BAC: rgb(179,192,223)",179,192,223
425,343,#N/A,/997/8/343/,Brain stem,Brain stem,Brain stem,Brain stem,BS,BS,,,,"BS: rgb(255,112,128)",255,112,128
426,1129,#N/A,/997/8/343/1129/,Interbrain,Interbrain,Interbrain,Interbrain,IB,IB,,,,"IB: rgb(255,112,127)",255,112,127
427,549,539,/997/8/343/1129/549/,Thalamus,Thalamus,Thalamus,Thalamus,TH,TH,,,,"TH: rgb(255,111,128)",255,111,128
428,864,#N/A,/997/8/343/1129/549/864/,Thalamus,"Thalamus, sensory-motor cortex related","Thalamus, sensory-motor cortex related",Thalamus,DORsm,DOR,sm,sensory-motor cortex related,,"DORsm: rgb(254,126,132)",254,126,132
429,637,#N/A,/997/8/343/1129/549/864/637/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral group of the dorsal thalamus,VENT,VENT,,,,"VENT: rgb(255,128,130)",255,128,130
430,629,619,/997/8/343/1129/549/864/637/629/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral anterior-lateral complex of the thalamus,Ventral anterior-lateral complex of the thalamus,VAL,VAL,,,,"VAL: rgb(253,126,132)",253,126,132
431,685,675,/997/8/343/1129/549/864/637/685/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral medial nucleus of the thalamus,Ventral medial nucleus of the thalamus,VM,VM,,,,"VM: rgb(255,126,132)",255,126,132
432,709,#N/A,/997/8/343/1129/549/864/637/709/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral posterior complex of the thalamus,Ventral posterior complex of the thalamus,VP,VP,,,,"VP: rgb(255,128,129)",255,128,129
433,718,708,/997/8/343/1129/549/864/637/709/718/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral posterolateral nucleus of the thalamus,Ventral posterolateral nucleus of the thalamus,VPL,VPL,,,,"VPL: rgb(253,128,132)",253,128,132
434,725,715,/997/8/343/1129/549/864/637/709/725/,Thalamus,"Thalamus, sensory-motor cortex related","Ventral posterolateral nucleus of the thalamus, parvicellular part",Ventral posterolateral nucleus of the thalamus,VPLpc,VPL,pc,parvicellular,,"VPLpc: rgb(255,127,130)",255,127,130
435,733,723,/997/8/343/1129/549/864/637/709/733/,Thalamus,"Thalamus, sensory-motor cortex related",Ventral posteromedial nucleus of the thalamus,Ventral posteromedial nucleus of the thalamus,VPM,VPM,,,,"VPM: rgb(255,126,131)",255,126,131
436,741,731,/997/8/343/1129/549/864/637/709/741/,Thalamus,"Thalamus, sensory-motor cortex related","Ventral posteromedial nucleus of the thalamus, parvicellular part",Ventral posteromedial nucleus of the thalamus,VPMpc,VPM,pc,parvicellular,,"VPMpc: rgb(254,128,130)",254,128,130
437,563807435,1304,/997/8/343/1129/549/864/637/563807435/,Thalamus,"Thalamus, sensory-motor cortex related",Posterior triangular thalamic nucleus,Posterior triangular thalamic nucleus,PoT,PoT,,,,"PoT: rgb(255,126,130)",255,126,130
438,406,#N/A,/997/8/343/1129/549/864/406/,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular nucleus,Subparafascicular nucleus,SPF,SPF,,,,"SPF: rgb(255,128,131)",255,128,131
439,414,404,/997/8/343/1129/549/864/406/414/,Thalamus,"Thalamus, sensory-motor cortex related","Subparafascicular nucleus, magnocellular part",Subparafascicular nucleus,SPFm,SPF,m,magnocellular,,"SPFm: rgb(255,127,132)",255,127,132
440,422,412,/997/8/343/1129/549/864/406/422/,Thalamus,"Thalamus, sensory-motor cortex related","Subparafascicular nucleus, parvicellular part",Subparafascicular nucleus,SPFp,SPF,p,parvicellular,,"SPFp: rgb(254,128,132)",254,128,132
441,609,599,/997/8/343/1129/549/864/609/,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular area,Subparafascicular area,SPA,SPA,,,,"SPA: rgb(254,127,131)",254,127,131
442,1044,1033,/997/8/343/1129/549/864/1044/,Thalamus,"Thalamus, sensory-motor cortex related",Peripeduncular nucleus,Peripeduncular nucleus,PP,PP,,,,"PP: rgb(253,127,132)",253,127,132
443,1008,#N/A,/997/8/343/1129/549/864/1008/,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus","Geniculate group, dorsal thalamus",GENd,GENd,,,,"GENd: rgb(253,128,131)",253,128,131
444,475,#N/A,/997/8/343/1129/549/864/1008/475/,Thalamus,"Thalamus, sensory-motor cortex related",Medial geniculate complex,Medial geniculate complex,MG,MG,,,,"MG: rgb(255,127,131)",255,127,131
445,1072,1061,/997/8/343/1129/549/864/1008/475/1072/,Thalamus,"Thalamus, sensory-motor cortex related","Medial geniculate complex, dorsal part",Medial geniculate complex,MGd,MG,d,dorsal,,"MGd: rgb(254,127,130)",254,127,130
446,1079,1068,/997/8/343/1129/549/864/1008/475/1079/,Thalamus,"Thalamus, sensory-motor cortex related","Medial geniculate complex, ventral part",Medial geniculate complex,MGv,MG,v,ventral,,"MGv: rgb(254,126,131)",254,126,131
447,1088,1077,/997/8/343/1129/549/864/1008/475/1088/,Thalamus,"Thalamus, sensory-motor cortex related","Medial geniculate complex, medial part",Medial geniculate complex,MGm,MG,m,medial,,"MGm: rgb(253,127,131)",253,127,131
448,170,#N/A,/997/8/343/1129/549/864/1008/170/,Thalamus,"Thalamus, sensory-motor cortex related",Dorsal part of the lateral geniculate complex,Dorsal part of the lateral geniculate complex,LGd,LGd,,,,"LGd: rgb(255,128,132)",255,128,132
449,496345664,1285,/997/8/343/1129/549/864/1008/170/496345664/,Thalamus,"Thalamus, sensory-motor cortex related","Dorsal part of the lateral geniculate complex, shell",Dorsal part of the lateral geniculate complex,LGd-sh,LGd,sh,shell,,"LGd-sh: rgb(254,128,131)",254,128,131
450,496345668,1286,/997/8/343/1129/549/864/1008/170/496345668/,Thalamus,"Thalamus, sensory-motor cortex related","Dorsal part of the lateral geniculate complex, core",Dorsal part of the lateral geniculate complex,LGd-co,LGd,co,core,,"LGd-co: rgb(254,127,132)",254,127,132
451,496345672,1287,/997/8/343/1129/549/864/1008/170/496345672/,Thalamus,"Thalamus, sensory-motor cortex related","Dorsal part of the lateral geniculate complex, ipsilateral zone",Dorsal part of the lateral geniculate complex,LGd-ip,LGd,ip,ipsilateral zone,,"LGd-ip: rgb(253,128,130)",253,128,130
452,856,#N/A,/997/8/343/1129/549/856/,Thalamus,"Thalamus, polymodal association cortex related","Thalamus, polymodal association cortex related",Thalamus,DORpm,DOR,pm,polymodal association cortex related,,"DORpm: rgb(254,144,156)",254,144,156
453,138,#N/A,/997/8/343/1129/549/856/138/,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Lateral group of the dorsal thalamus,LAT,LAT,,,,"LAT: rgb(254,143,159)",254,143,159
454,218,211,/997/8/343/1129/549/856/138/218/,Thalamus,"Thalamus, polymodal association cortex related",Lateral posterior nucleus of the thalamus,Lateral posterior nucleus of the thalamus,LP,LP,,,,"LP: rgb(254,144,157)",254,144,157
455,1020,1009,/997/8/343/1129/549/856/138/1020/,Thalamus,"Thalamus, polymodal association cortex related",Posterior complex of the thalamus,Posterior complex of the thalamus,PO,PO,,,,"PO: rgb(255,142,156)",255,142,156
456,1029,1018,/997/8/343/1129/549/856/138/1029/,Thalamus,"Thalamus, polymodal association cortex related",Posterior limiting nucleus of the thalamus,Posterior limiting nucleus of the thalamus,POL,POL,,,,"POL: rgb(255,141,157)",255,141,157
457,325,315,/997/8/343/1129/549/856/138/325/,Thalamus,"Thalamus, polymodal association cortex related",Suprageniculate nucleus,Suprageniculate nucleus,SGN,SGN,,,,"SGN: rgb(255,142,157)",255,142,157
458,560581551,1300,/997/8/343/1129/549/856/138/560581551/,Thalamus,"Thalamus, polymodal association cortex related",Ethmoid nucleus of the thalamus,Ethmoid nucleus of the thalamus,Eth,Eth,,,,"Eth: rgb(253,143,156)",253,143,156
459,239,#N/A,/997/8/343/1129/549/856/239/,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anterior group of the dorsal thalamus,ATN,ATN,,,,"ATN: rgb(254,142,159)",254,142,159
460,255,248,/997/8/343/1129/549/856/239/255/,Thalamus,"Thalamus, polymodal association cortex related",Anteroventral nucleus of thalamus,Anteroventral nucleus of thalamus,AV,AV,,,,"AV: rgb(253,144,158)",253,144,158
461,127,#N/A,/997/8/343/1129/549/856/239/127/,Thalamus,"Thalamus, polymodal association cortex related",Anteromedial nucleus,Anteromedial nucleus,AM,AM,,,,"AM: rgb(254,144,158)",254,144,158
462,1096,1085,/997/8/343/1129/549/856/239/127/1096/,Thalamus,"Thalamus, polymodal association cortex related","Anteromedial nucleus, dorsal part",Anteromedial nucleus,AMd,AM,d,dorsal,,"AMd: rgb(253,141,159)",253,141,159
463,1104,1093,/997/8/343/1129/549/856/239/127/1104/,Thalamus,"Thalamus, polymodal association cortex related","Anteromedial nucleus, ventral part",Anteromedial nucleus,AMv,AM,v,ventral,,"AMv: rgb(252,144,157)",252,144,157
464,64,59,/997/8/343/1129/549/856/239/64/,Thalamus,"Thalamus, polymodal association cortex related",Anterodorsal nucleus,Anterodorsal nucleus,AD,AD,,,,"AD: rgb(255,143,158)",255,143,158
465,1120,1108,/997/8/343/1129/549/856/239/1120/,Thalamus,"Thalamus, polymodal association cortex related",Interanteromedial nucleus of the thalamus,Interanteromedial nucleus of the thalamus,IAM,IAM,,,,"IAM: rgb(254,142,156)",254,142,156
466,1113,1102,/997/8/343/1129/549/856/239/1113/,Thalamus,"Thalamus, polymodal association cortex related",Interanterodorsal nucleus of the thalamus,Interanterodorsal nucleus of the thalamus,IAD,IAD,,,,"IAD: rgb(252,142,159)",252,142,159
467,155,150,/997/8/343/1129/549/856/239/155/,Thalamus,"Thalamus, polymodal association cortex related",Lateral dorsal nucleus of thalamus,Lateral dorsal nucleus of thalamus,LD,LD,,,,"LD: rgb(255,144,157)",255,144,157
468,444,#N/A,/997/8/343/1129/549/856/444/,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Medial group of the dorsal thalamus,MED,MED,,,,"MED: rgb(255,144,156)",255,144,156
469,59,54,/997/8/343/1129/549/856/444/59/,Thalamus,"Thalamus, polymodal association cortex related",Intermediodorsal nucleus of the thalamus,Intermediodorsal nucleus of the thalamus,IMD,IMD,,,,"IMD: rgb(254,144,159)",254,144,159
470,362,352,/997/8/343/1129/549/856/444/362/,Thalamus,"Thalamus, polymodal association cortex related",Mediodorsal nucleus of thalamus,Mediodorsal nucleus of thalamus,MD,MD,,,,"MD: rgb(253,144,157)",253,144,157
471,366,356,/997/8/343/1129/549/856/444/366/,Thalamus,"Thalamus, polymodal association cortex related",Submedial nucleus of the thalamus,Submedial nucleus of the thalamus,SMT,SMT,,,,"SMT: rgb(253,142,159)",253,142,159
472,1077,1066,/997/8/343/1129/549/856/444/1077/,Thalamus,"Thalamus, polymodal association cortex related",Perireunensis nucleus,Perireunensis nucleus,PR,PR,,,,"PR: rgb(253,144,156)",253,144,156
473,571,#N/A,/997/8/343/1129/549/856/571/,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Midline group of the dorsal thalamus,MTN,MTN,,,,"MTN: rgb(254,142,157)",254,142,157
474,149,144,/997/8/343/1129/549/856/571/149/,Thalamus,"Thalamus, polymodal association cortex related",Paraventricular nucleus of the thalamus,Paraventricular nucleus of the thalamus,PVT,PVT,,,,"PVT: rgb(254,143,158)",254,143,158
475,15,13,/997/8/343/1129/549/856/571/15/,Thalamus,"Thalamus, polymodal association cortex related",Parataenial nucleus,Parataenial nucleus,PT,PT,,,,"PT: rgb(255,144,159)",255,144,159
476,181,174,/997/8/343/1129/549/856/571/181/,Thalamus,"Thalamus, polymodal association cortex related",Nucleus of reuniens,Nucleus of reuniens,RE,RE,,,,"RE: rgb(253,144,159)",253,144,159
477,560581559,1302,/997/8/343/1129/549/856/571/560581559/,Thalamus,"Thalamus, polymodal association cortex related",Xiphoid thalamic nucleus,Xiphoid thalamic nucleus,Xi,Xi,,,,"Xi: rgb(252,143,159)",252,143,159
478,51,#N/A,/997/8/343/1129/549/856/51/,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Intralaminar nuclei of the dorsal thalamus,ILM,ILM,,,,"ILM: rgb(255,143,159)",255,143,159
479,189,182,/997/8/343/1129/549/856/51/189/,Thalamus,"Thalamus, polymodal association cortex related",Rhomboid nucleus,Rhomboid nucleus,RH,RH,,,,"RH: rgb(255,142,158)",255,142,158
480,599,589,/997/8/343/1129/549/856/51/599/,Thalamus,"Thalamus, polymodal association cortex related",Central medial nucleus of the thalamus,Central medial nucleus of the thalamus,CM,CM,,,,"CM: rgb(253,142,158)",253,142,158
481,907,897,/997/8/343/1129/549/856/51/907/,Thalamus,"Thalamus, polymodal association cortex related",Paracentral nucleus,Paracentral nucleus,PCN,PCN,,,,"PCN: rgb(254,141,159)",254,141,159
482,575,565,/997/8/343/1129/549/856/51/575/,Thalamus,"Thalamus, polymodal association cortex related",Central lateral nucleus of the thalamus,Central lateral nucleus of the thalamus,CL,CL,,,,"CL: rgb(253,143,157)",253,143,157
483,930,920,/997/8/343/1129/549/856/51/930/,Thalamus,"Thalamus, polymodal association cortex related",Parafascicular nucleus,Parafascicular nucleus,PF,PF,,,,"PF: rgb(252,144,158)",252,144,158
484,560581563,1303,/997/8/343/1129/549/856/51/560581563/,Thalamus,"Thalamus, polymodal association cortex related",Posterior intralaminar thalamic nucleus,Posterior intralaminar thalamic nucleus,PIL,PIL,,,,"PIL: rgb(254,141,158)",254,141,158
485,262,255,/997/8/343/1129/549/856/262/,Thalamus,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,Reticular nucleus of the thalamus,RT,RT,,,,"RT: rgb(253,143,159)",253,143,159
486,1014,#N/A,/997/8/343/1129/549/856/1014/,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus","Geniculate group, ventral thalamus",GENv,GENv,,,,"GENv: rgb(253,142,157)",253,142,157
487,27,24,/997/8/343/1129/549/856/1014/27/,Thalamus,"Thalamus, polymodal association cortex related",Intergeniculate leaflet of the lateral geniculate complex,Intergeniculate leaflet of the lateral geniculate complex,IGL,IGL,,,,"IGL: rgb(255,144,158)",255,144,158
488,563807439,1305,/997/8/343/1129/549/856/1014/563807439/,Thalamus,"Thalamus, polymodal association cortex related",Intermediate geniculate nucleus,Intermediate geniculate nucleus,IntG,IntG,,,,"IntG: rgb(254,141,157)",254,141,157
489,178,171,/997/8/343/1129/549/856/1014/178/,Thalamus,"Thalamus, polymodal association cortex related",Ventral part of the lateral geniculate complex,Ventral part of the lateral geniculate complex,LGv,LGv,,,,"LGv: rgb(255,142,159)",255,142,159
490,321,311,/997/8/343/1129/549/856/1014/321/,Thalamus,"Thalamus, polymodal association cortex related",Subgeniculate nucleus,Subgeniculate nucleus,SubG,SubG,,,,"SubG: rgb(253,143,158)",253,143,158
491,958,#N/A,/997/8/343/1129/549/856/958/,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Epithalamus,EPI,EPI,,,,"EPI: rgb(252,143,158)",252,143,158
492,483,473,/997/8/343/1129/549/856/958/483/,Thalamus,"Thalamus, polymodal association cortex related",Medial habenula,Medial habenula,MH,MH,,,,"MH: rgb(255,141,159)",255,141,159
493,186,179,/997/8/343/1129/549/856/958/186/,Thalamus,"Thalamus, polymodal association cortex related",Lateral habenula,Lateral habenula,LH,LH,,,,"LH: rgb(255,143,157)",255,143,157
494,1097,1086,/997/8/343/1129/1097/,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus,HY,HY,,,,"HY: rgb(230,68,56)",230,68,56
495,157,#N/A,/997/8/343/1129/1097/157/,Hypothalamus,Hypothalamus,Periventricular zone,Periventricular zone,PVZ,PVZ,,,,"PVZ: rgb(255,92,78)",255,92,78
496,390,380,/997/8/343/1129/1097/157/390/,Hypothalamus,Hypothalamus,Supraoptic nucleus,Supraoptic nucleus,SO,SO,,,,"SO: rgb(254,91,80)",254,91,80
497,332,322,/997/8/343/1129/1097/157/332/,Hypothalamus,Hypothalamus,Accessory supraoptic group,Accessory supraoptic group,ASO,ASO,,,,"ASO: rgb(254,93,78)",254,93,78
498,38,34,/997/8/343/1129/1097/157/38/,Hypothalamus,Hypothalamus,Paraventricular hypothalamic nucleus,Paraventricular hypothalamic nucleus,PVH,PVH,,,,"PVH: rgb(255,93,79)",255,93,79
499,30,27,/997/8/343/1129/1097/157/30/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, anterior part","Periventricular hypothalamic nucleus, anterior part",PVa,PVa,,,,"PVa: rgb(255,93,80)",255,93,80
500,118,113,/997/8/343/1129/1097/157/118/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, intermediate part","Periventricular hypothalamic nucleus, intermediate part",PVi,PVi,,,,"PVi: rgb(253,93,80)",253,93,80
501,223,216,/997/8/343/1129/1097/157/223/,Hypothalamus,Hypothalamus,Arcuate hypothalamic nucleus,Arcuate hypothalamic nucleus,ARH,ARH,,,,"ARH: rgb(255,91,79)",255,91,79
502,141,#N/A,/997/8/343/1129/1097/141/,Hypothalamus,Hypothalamus,Periventricular region,Periventricular region,PVR,PVR,,,,"PVR: rgb(255,84,70)",255,84,70
503,72,67,/997/8/343/1129/1097/141/72/,Hypothalamus,Hypothalamus,Anterodorsal preoptic nucleus,Anterodorsal preoptic nucleus,ADP,ADP,,,,"ADP: rgb(255,85,71)",255,85,71
504,263,256,/997/8/343/1129/1097/141/263/,Hypothalamus,Hypothalamus,Anteroventral preoptic nucleus,Anteroventral preoptic nucleus,AVP,AVP,,,,"AVP: rgb(254,84,71)",254,84,71
505,272,264,/997/8/343/1129/1097/141/272/,Hypothalamus,Hypothalamus,Anteroventral periventricular nucleus,Anteroventral periventricular nucleus,AVPV,AVPV,,,,"AVPV: rgb(254,84,70)",254,84,70
506,830,820,/997/8/343/1129/1097/141/830/,Hypothalamus,Hypothalamus,Dorsomedial nucleus of the hypothalamus,Dorsomedial nucleus of the hypothalamus,DMH,DMH,,,,"DMH: rgb(254,84,69)",254,84,69
507,452,442,/997/8/343/1129/1097/141/452/,Hypothalamus,Hypothalamus,Median preoptic nucleus,Median preoptic nucleus,MEPO,MEPO,,,,"MEPO: rgb(255,84,69)",255,84,69
508,523,513,/997/8/343/1129/1097/141/523/,Hypothalamus,Hypothalamus,Medial preoptic area,Medial preoptic area,MPO,MPO,,,,"MPO: rgb(255,83,70)",255,83,70
509,763,753,/997/8/343/1129/1097/141/763/,Hypothalamus,Hypothalamus,Vascular organ of the lamina terminalis,Vascular organ of the lamina terminalis,OV,OV,,,,"OV: rgb(253,84,71)",253,84,71
510,914,904,/997/8/343/1129/1097/141/914/,Hypothalamus,Hypothalamus,Posterodorsal preoptic nucleus,Posterodorsal preoptic nucleus,PD,PD,,,,"PD: rgb(254,83,70)",254,83,70
511,1109,1098,/997/8/343/1129/1097/141/1109/,Hypothalamus,Hypothalamus,Parastrial nucleus,Parastrial nucleus,PS,PS,,,,"PS: rgb(253,84,70)",253,84,70
512,126,121,/997/8/343/1129/1097/141/126/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, posterior part",Periventricular hypothalamic nucleus,PVp,PV,p,posterior,,"PVp: rgb(255,84,71)",255,84,71
513,133,128,/997/8/343/1129/1097/141/133/,Hypothalamus,Hypothalamus,"Periventricular hypothalamic nucleus, preoptic part",Periventricular hypothalamic nucleus,PVpo,PV,po,preoptic,,"PVpo: rgb(254,85,71)",254,85,71
514,347,337,/997/8/343/1129/1097/141/347/,Hypothalamus,Hypothalamus,Subparaventricular zone,Subparaventricular zone,SBPV,SBPV,,,,"SBPV: rgb(253,85,71)",253,85,71
515,286,276,/997/8/343/1129/1097/141/286/,Hypothalamus,Hypothalamus,Suprachiasmatic nucleus,Suprachiasmatic nucleus,SCH,SCH,,,,"SCH: rgb(255,85,69)",255,85,69
516,338,328,/997/8/343/1129/1097/141/338/,Hypothalamus,Hypothalamus,Subfornical organ,Subfornical organ,SFO,SFO,,,,"SFO: rgb(255,83,71)",255,83,71
517,576073699,1306,/997/8/343/1129/1097/141/576073699/,Hypothalamus,Hypothalamus,Ventromedial preoptic nucleus,Ventromedial preoptic nucleus,VMPO,VMPO,,,,"VMPO: rgb(253,85,69)",253,85,69
518,689,679,/997/8/343/1129/1097/141/689/,Hypothalamus,Hypothalamus,Ventrolateral preoptic nucleus,Ventrolateral preoptic nucleus,VLPO,VLPO,,,,"VLPO: rgb(254,85,70)",254,85,70
519,467,#N/A,/997/8/343/1129/1097/467/,Hypothalamus,Hypothalamus,Hypothalamic medial zone,Hypothalamic medial zone,MEZ,MEZ,,,,"MEZ: rgb(255,76,60)",255,76,60
520,88,83,/997/8/343/1129/1097/467/88/,Hypothalamus,Hypothalamus,Anterior hypothalamic nucleus,Anterior hypothalamic nucleus,AHN,AHN,,,,"AHN: rgb(255,75,62)",255,75,62
521,331,#N/A,/997/8/343/1129/1097/467/331/,Hypothalamus,Hypothalamus,Mammillary body,Mammillary body,MBO,MBO,,,,"MBO: rgb(254,76,61)",254,76,61
522,210,203,/997/8/343/1129/1097/467/331/210/,Hypothalamus,Hypothalamus,Lateral mammillary nucleus,Lateral mammillary nucleus,LM,LM,,,,"LM: rgb(255,75,61)",255,75,61
523,491,#N/A,/997/8/343/1129/1097/467/331/491/,Hypothalamus,Hypothalamus,Medial mammillary nucleus,Medial mammillary nucleus,MM,MM,,,,"MM: rgb(255,74,62)",255,74,62
524,732,722,/997/8/343/1129/1097/467/331/491/732/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, median part",Medial mammillary nucleus,MMme,MM,me,median,,"MMme: rgb(253,75,62)",253,75,62
525,606826647,1313,/997/8/343/1129/1097/467/331/491/606826647/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, lateral part",Medial mammillary nucleus,MMl,MM,l,lateral,,"MMl: rgb(252,75,62)",252,75,62
526,606826651,1314,/997/8/343/1129/1097/467/331/491/606826651/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, medial part",Medial mammillary nucleus,MMm,MM,m,medial,,"MMm: rgb(254,74,60)",254,74,60
527,606826655,1315,/997/8/343/1129/1097/467/331/491/606826655/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, posterior part",Medial mammillary nucleus,MMp,MM,p,posterior,,"MMp: rgb(254,73,61)",254,73,61
528,606826659,1316,/997/8/343/1129/1097/467/331/491/606826659/,Hypothalamus,Hypothalamus,"Medial mammillary nucleus, dorsal part",Medial mammillary nucleus,MMd,MM,d,dorsal,,"MMd: rgb(253,74,61)",253,74,61
529,525,515,/997/8/343/1129/1097/467/331/525/,Hypothalamus,Hypothalamus,Supramammillary nucleus,Supramammillary nucleus,SUM,SUM,,,,"SUM: rgb(255,73,61)",255,73,61
530,557,#N/A,/997/8/343/1129/1097/467/331/557/,Hypothalamus,Hypothalamus,Tuberomammillary nucleus,Tuberomammillary nucleus,TM,TM,,,,"TM: rgb(255,75,60)",255,75,60
