cluster_alias,neurotransmitter,supercluster,cluster,subcluster
1372,GLY,Splatter,Splat_380,Splat_380_1372
1373,GABA,Splatter,Splat_355,Splat_355_1373
1374,GABA,Splatter,Splat_355,Splat_355_1374
1375,GABA,Splatter,Splat_354,Splat_354_1375
1376,GABA,Splatter,Splat_354,Splat_354_1376
1377,GABA,Splatter,Splat_354,Splat_354_1377
1378,GABA,Splatter,Splat_354,Splat_354_1378
1379,GABA,Splatter,Splat_354,Splat_354_1379
1380,GABA,Splatter,Splat_354,Splat_354_1380
1381,GABA,Splatter,Splat_354,Splat_354_1381
1382,GABA,Splatter,Splat_354,Splat_354_1382
1383,GABA VGLUT2,Splatter,Splat_365,Splat_365_1383
1384,GABA,Splatter,Splat_354,Splat_354_1384
1385,GABA,Splatter,Splat_358,Splat_358_1385
1386,GABA,Splatter,Splat_355,Splat_355_1386
1387,GABA,Splatter,Splat_355,Splat_355_1387
1388,GABA,Splatter,Splat_355,Splat_355_1388
1389,GABA,Splatter,Splat_355,Splat_355_1389
1390,GABA VGLUT2,Splatter,Splat_365,Splat_365_1390
1391,GABA,Splatter,Splat_354,Splat_354_1391
1392,GABA,Splatter,Splat_355,Splat_355_1392
1393,GABA,Splatter,Splat_355,Splat_355_1393
1394,GABA,Splatter,Splat_355,Splat_355_1394
1395,GLY,Splatter,Splat_380,Splat_380_1395
1396,GABA,Splatter,Splat_362,Splat_362_1396
1397,GABA,Splatter,Splat_389,Splat_389_1397
1398,GABA,Splatter,Splat_389,Splat_389_1398
1399,GABA,Splatter,Splat_389,Splat_389_1399
1400,GABA,Splatter,Splat_389,Splat_389_1400
1401,GABA,Splatter,Splat_389,Splat_389_1401
1402,GABA,Splatter,Splat_389,Splat_389_1402
1403,GABA,Splatter,Splat_389,Splat_389_1403
1404,GABA,Splatter,Splat_390,Splat_390_1404
1405,GABA,Splatter,Splat_390,Splat_390_1405
1406,GABA,Splatter,Splat_390,Splat_390_1406
1407,GABA,Splatter,Splat_390,Splat_390_1407
1408,GABA,Splatter,Splat_390,Splat_390_1408
1409,GABA,Splatter,Splat_390,Splat_390_1409
1410,GABA,Splatter,Splat_362,Splat_362_1410
1411,GABA,Splatter,Splat_362,Splat_362_1411
1412,VGLUT2,Splatter,Splat_368,Splat_368_1412
1413,VGLUT2,Splatter,Splat_373,Splat_373_1413
1414,VGLUT2,Splatter,Splat_373,Splat_373_1414
1415,VGLUT2,Splatter,Splat_373,Splat_373_1415
1416,VGLUT2,Splatter,Splat_373,Splat_373_1416
1417,VGLUT2,Splatter,Splat_366,Splat_366_1417
1418,VGLUT2,Splatter,Splat_366,Splat_366_1418
1419,VGLUT2,Splatter,Splat_366,Splat_366_1419
1420,VGLUT2,Splatter,Splat_366,Splat_366_1420
1421,VGLUT2,Splatter,Splat_366,Splat_366_1421
1422,VGLUT2,Splatter,Splat_366,Splat_366_1422
1423,VGLUT2,Splatter,Splat_370,Splat_370_1423
1424,VGLUT2,Splatter,Splat_366,Splat_366_1424
1425,VGLUT2,Splatter,Splat_366,Splat_366_1425
1426,VGLUT2,Splatter,Splat_368,Splat_368_1426
1427,VGLUT2,Splatter,Splat_368,Splat_368_1427
1428,VGLUT2,Splatter,Splat_368,Splat_368_1428
1429,VGLUT2,Splatter,Splat_368,Splat_368_1429
1430,VGLUT2,Splatter,Splat_368,Splat_368_1430
1431,VGLUT2,Splatter,Splat_367,Splat_367_1431
1432,VGLUT2,Splatter,Splat_364,Splat_364_1432
1433,VGLUT2,Splatter,Splat_384,Splat_384_1433
1434,VGLUT2,Splatter,Splat_376,Splat_376_1434
1435,VGLUT2,Splatter,Splat_374,Splat_374_1435
1436,VGLUT2,Splatter,Splat_376,Splat_376_1436
1437,SER VGLUT3,Splatter,Splat_397,Splat_397_1437
1438,VGLUT2,Splatter,Splat_376,Splat_376_1438
1439,VGLUT2,Splatter,Splat_376,Splat_376_1439
1440,GABA VGLUT2,Splatter,Splat_415,Splat_415_1440
1441,VGLUT2,Splatter,Splat_376,Splat_376_1441
1442,VGLUT2,Splatter,Splat_376,Splat_376_1442
1443,VGLUT2,Splatter,Splat_340,Splat_340_1443
1444,VGLUT2,Splatter,Splat_340,Splat_340_1444
1445,VGLUT2,Splatter,Splat_377,Splat_377_1445
1446,VGLUT2,Splatter,Splat_420,Splat_420_1446
1447,VGLUT2,Splatter,Splat_420,Splat_420_1447
1448,VGLUT2,Splatter,Splat_420,Splat_420_1448
1449,VGLUT2,Splatter,Splat_420,Splat_420_1449
1450,VGLUT2,Splatter,Splat_420,Splat_420_1450
1451,VGLUT2,Splatter,Splat_420,Splat_420_1451
1452,VGLUT2,Splatter,Splat_420,Splat_420_1452
1453,VGLUT2,Splatter,Splat_376,Splat_376_1453
1454,VGLUT2,Splatter,Splat_376,Splat_376_1454
1455,GABA VGLUT2,Splatter,Splat_415,Splat_415_1455
1456,VGLUT2,Splatter,Splat_377,Splat_377_1456
1457,VGLUT2,Splatter,Splat_377,Splat_377_1457
1458,VGLUT2,Splatter,Splat_377,Splat_377_1458
1459,VGLUT2,Splatter,Splat_377,Splat_377_1459
1460,VGLUT2,Splatter,Splat_377,Splat_377_1460
1461,VGLUT2,Splatter,Splat_363,Splat_363_1461
1462,VGLUT2,Splatter,Splat_377,Splat_377_1462
1463,VGLUT2,Splatter,Splat_376,Splat_376_1463
1464,VGLUT2,Splatter,Splat_377,Splat_377_1464
1465,GABA,Splatter,Splat_423,Splat_423_1465
1466,GABA,Splatter,Splat_423,Splat_423_1466
1467,GABA,Splatter,Splat_421,Splat_421_1467
1468,GABA,Splatter,Splat_421,Splat_421_1468
1469,GABA,Splatter,Splat_421,Splat_421_1469
1470,GABA,Splatter,Splat_421,Splat_421_1470
1471,GABA,Splatter,Splat_421,Splat_421_1471
1472,GABA,Splatter,Splat_421,Splat_421_1472
1473,GABA,Splatter,Splat_421,Splat_421_1473
1474,GABA,Splatter,Splat_421,Splat_421_1474
1475,GABA,Splatter,Splat_416,Splat_416_1475
1476,GABA,Splatter,Splat_428,Splat_428_1476
1477,GABA,Splatter,Splat_428,Splat_428_1477
1478,GABA VGLUT2,Splatter,Splat_415,Splat_415_1478
1479,GABA VGLUT2,Splatter,Splat_415,Splat_415_1479
1480,GABA VGLUT2,Splatter,Splat_415,Splat_415_1480
1481,GABA VGLUT2,Splatter,Splat_415,Splat_415_1481
1482,GABA,Splatter,Splat_422,Splat_422_1482
1483,GABA,Splatter,Splat_424,Splat_424_1483
1484,GABA,Splatter,Splat_424,Splat_424_1484
1485,GABA,Splatter,Splat_422,Splat_422_1485
1486,GABA,Splatter,Splat_422,Splat_422_1486
1487,GABA,Splatter,Splat_422,Splat_422_1487
1488,GABA,Splatter,Splat_422,Splat_422_1488
1489,GABA,Splatter,Splat_422,Splat_422_1489
1490,GABA,Splatter,Splat_422,Splat_422_1490
1491,GABA,Splatter,Splat_422,Splat_422_1491
1492,GABA,Splatter,Splat_422,Splat_422_1492
1493,GABA,Splatter,Splat_422,Splat_422_1493
1494,GABA,Splatter,Splat_422,Splat_422_1494
1495,GABA,Splatter,Splat_422,Splat_422_1495
1496,GABA,Splatter,Splat_422,Splat_422_1496
1497,GABA,Splatter,Splat_416,Splat_416_1497
1498,GABA,Splatter,Splat_416,Splat_416_1498
1499,GABA,Splatter,Splat_416,Splat_416_1499
1500,GABA,Splatter,Splat_416,Splat_416_1500
1501,GABA VGLUT2,Splatter,Splat_415,Splat_415_1501
1502,GABA VGLUT2,Splatter,Splat_415,Splat_415_1502
1503,GABA VGLUT2,Splatter,Splat_415,Splat_415_1503
1504,GABA VGLUT2,Splatter,Splat_415,Splat_415_1504
1505,GABA VGLUT2,Splatter,Splat_415,Splat_415_1505
1506,GABA VGLUT2,Splatter,Splat_415,Splat_415_1506
1507,GABA,Splatter,Splat_429,Splat_429_1507
1508,GABA,Splatter,Splat_429,Splat_429_1508
1509,HDC VGLUT2,Splatter,Splat_378,Splat_378_1509
1510,HDC VGLUT2,Splatter,Splat_378,Splat_378_1510
1511,VGLUT2,Splatter,Splat_394,Splat_394_1511
1512,VGLUT2,Splatter,Splat_394,Splat_394_1512
1513,VGLUT2,Splatter,Splat_394,Splat_394_1513
1514,VGLUT2,Splatter,Splat_394,Splat_394_1514
1515,VGLUT2,Splatter,Splat_394,Splat_394_1515
1516,VGLUT2,Splatter,Splat_394,Splat_394_1516
1517,VGLUT2,Splatter,Splat_394,Splat_394_1517
1518,VGLUT2,Splatter,Splat_394,Splat_394_1518
1519,VGLUT2,Splatter,Splat_394,Splat_394_1519
1520,VGLUT2,Splatter,Splat_394,Splat_394_1520
1521,VGLUT2,Splatter,Splat_373,Splat_373_1521
1522,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1522
1523,VGLUT2,Splatter,Splat_385,Splat_385_1523
1524,VGLUT2,Splatter,Splat_394,Splat_394_1524
1525,VGLUT2,Splatter,Splat_394,Splat_394_1525
1526,VGLUT2,Splatter,Splat_394,Splat_394_1526
1527,VGLUT2,Splatter,Splat_394,Splat_394_1527
1528,VGLUT2,Splatter,Splat_394,Splat_394_1528
1529,VGLUT2,Splatter,Splat_340,Splat_340_1529
1530,VGLUT2,Splatter,Splat_340,Splat_340_1530
1531,VGLUT2,Splatter,Splat_376,Splat_376_1531
1532,VGLUT2,Splatter,Splat_398,Splat_398_1532
1533,VGLUT2,Splatter,Splat_398,Splat_398_1533
1534,VGLUT2,Splatter,Splat_398,Splat_398_1534
1535,VGLUT2,Splatter,Splat_398,Splat_398_1535
1536,VGLUT2,Splatter,Splat_398,Splat_398_1536
1537,VGLUT2,Splatter,Splat_398,Splat_398_1537
1538,VGLUT2,Splatter,Splat_398,Splat_398_1538
1539,VGLUT2,Splatter,Splat_398,Splat_398_1539
1540,VGLUT2,Splatter,Splat_398,Splat_398_1540
1541,VGLUT2,Splatter,Splat_398,Splat_398_1541
1542,VGLUT2,Splatter,Splat_398,Splat_398_1542
1543,VGLUT2,Splatter,Splat_398,Splat_398_1543
1544,VGLUT2,Splatter,Splat_398,Splat_398_1544
1545,VGLUT2,Splatter,Splat_398,Splat_398_1545
1546,VGLUT2,Splatter,Splat_398,Splat_398_1546
1547,GABA,Splatter,Splat_381,Splat_381_1547
1548,GABA,Splatter,Splat_381,Splat_381_1548
1549,GABA,Splatter,Splat_381,Splat_381_1549
1550,GABA,Splatter,Splat_381,Splat_381_1550
1551,GABA,Splatter,Splat_381,Splat_381_1551
1552,GABA,Splatter,Splat_362,Splat_362_1552
1553,GABA,Splatter,Splat_362,Splat_362_1553
1554,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1554
1555,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1555
1556,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1556
1557,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1557
1558,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1558
1559,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1559
1560,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1560
1561,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1561
1562,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1562
1563,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1563
1564,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1564
1565,VGLUT2 VGLUT3,Splatter,Splat_375,Splat_375_1565
1566,GABA,Splatter,Splat_359,Splat_359_1566
1567,GABA,Splatter,Splat_391,Splat_391_1567
1568,GABA,Splatter,Splat_391,Splat_391_1568
1569,GABA,Splatter,Splat_391,Splat_391_1569
1570,GABA,Splatter,Splat_391,Splat_391_1570
1571,VGLUT2,Splatter,Splat_394,Splat_394_1571
1572,VGLUT2,Splatter,Splat_363,Splat_363_1572
1573,VGLUT2,Splatter,Splat_363,Splat_363_1573
1574,GABA,Splatter,Splat_353,Splat_353_1574
1575,GABA,Splatter,Splat_353,Splat_353_1575
1576,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1576
1577,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1577
1578,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1578
1579,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1579
1580,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1580
1581,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1581
1582,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1582
1583,CHOL VGLUT1 VGLUT2,Splatter,Splat_334,Splat_334_1583
1584,VGLUT2,Splatter,Splat_345,Splat_345_1584
1585,VGLUT2,Splatter,Splat_345,Splat_345_1585
1586,VGLUT2,Splatter,Splat_345,Splat_345_1586
1587,VGLUT2,Splatter,Splat_345,Splat_345_1587
1588,VGLUT2,Splatter,Splat_345,Splat_345_1588
1589,VGLUT2,Splatter,Splat_345,Splat_345_1589
1590,VGLUT2,Splatter,Splat_345,Splat_345_1590
1591,VGLUT2,Splatter,Splat_345,Splat_345_1591
1592,VGLUT2,Splatter,Splat_345,Splat_345_1592
1593,VGLUT2,Splatter,Splat_344,Splat_344_1593
1594,VGLUT2,Splatter,Splat_344,Splat_344_1594
1595,VGLUT2,Splatter,Splat_344,Splat_344_1595
1596,VGLUT2,Splatter,Splat_344,Splat_344_1596
1597,VGLUT2,Splatter,Splat_344,Splat_344_1597
1598,VGLUT2,Splatter,Splat_343,Splat_343_1598
1599,VGLUT2,Splatter,Splat_343,Splat_343_1599
1600,VGLUT2,Splatter,Splat_343,Splat_343_1600
1601,VGLUT2,Splatter,Splat_343,Splat_343_1601
1602,VGLUT2,Splatter,Splat_343,Splat_343_1602
1603,VGLUT2,Splatter,Splat_343,Splat_343_1603
1604,VGLUT2,Splatter,Splat_343,Splat_343_1604
1605,VGLUT2,Splatter,Splat_343,Splat_343_1605
1606,VGLUT2,Splatter,Splat_343,Splat_343_1606
1607,GLY,Splatter,Splat_348,Splat_348_1607
1608,GLY,Splatter,Splat_348,Splat_348_1608
1609,GLY,Splatter,Splat_348,Splat_348_1609
1610,GLY,Splatter,Splat_348,Splat_348_1610
1611,GLY,Splatter,Splat_347,Splat_347_1611
1612,GLY,Splatter,Splat_347,Splat_347_1612
1613,GLY,Splatter,Splat_347,Splat_347_1613
1614,GLY,Splatter,Splat_347,Splat_347_1614
1615,GLY,Splatter,Splat_347,Splat_347_1615
1616,GLY,Splatter,Splat_347,Splat_347_1616
1617,GLY,Splatter,Splat_348,Splat_348_1617
1618,GLY,Splatter,Splat_348,Splat_348_1618
1619,GLY,Splatter,Splat_348,Splat_348_1619
1620,GLY,Splatter,Splat_348,Splat_348_1620
1621,GLY,Splatter,Splat_348,Splat_348_1621
1622,GLY,Splatter,Splat_348,Splat_348_1622
1623,GLY,Splatter,Splat_348,Splat_348_1623
1624,GLY,Splatter,Splat_349,Splat_349_1624
1625,GLY,Splatter,Splat_349,Splat_349_1625
1626,GLY,Splatter,Splat_349,Splat_349_1626
1627,GLY,Splatter,Splat_349,Splat_349_1627
1628,GLY,Splatter,Splat_347,Splat_347_1628
1629,GLY,Splatter,Splat_347,Splat_347_1629
1630,GLY,Splatter,Splat_347,Splat_347_1630
1631,GLY,Splatter,Splat_347,Splat_347_1631
1632,GLY,Splatter,Splat_347,Splat_347_1632
1633,GLY,Splatter,Splat_347,Splat_347_1633
1634,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1634
1635,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1635
1636,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1636
1637,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1637
1638,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1638
1639,GABA,Splatter,Splat_392,Splat_392_1639
1640,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1640
1641,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1641
1642,CHOL VGLUT3,Splatter,Splat_400,Splat_400_1642
1643,GLY,Splatter,Splat_350,Splat_350_1643
1644,GLY,Splatter,Splat_350,Splat_350_1644
1645,GLY,Splatter,Splat_350,Splat_350_1645
1646,GLY,Splatter,Splat_350,Splat_350_1646
1647,GLY,Splatter,Splat_350,Splat_350_1647
1648,GLY,Splatter,Splat_350,Splat_350_1648
1649,GLY,Splatter,Splat_350,Splat_350_1649
1650,GLY,Splatter,Splat_350,Splat_350_1650
1651,GLY,Splatter,Splat_350,Splat_350_1651
1652,GLY,Splatter,Splat_350,Splat_350_1652
1653,GLY,Splatter,Splat_350,Splat_350_1653
1654,GLY,Splatter,Splat_350,Splat_350_1654
1655,GLY,Splatter,Splat_348,Splat_348_1655
1656,GABA VGLUT2,Splatter,Splat_365,Splat_365_1656
1657,GLY,Splatter,Splat_347,Splat_347_1657
1658,GLY,Splatter,Splat_350,Splat_350_1658
1659,GLY,Splatter,Splat_350,Splat_350_1659
1660,GLY,Splatter,Splat_350,Splat_350_1660
1661,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1661
1662,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1662
1663,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1663
1664,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1664
1665,VGLUT1 VGLUT2,Amygdala excitatory,Amex_405,Amex_405_1665
1666,VGLUT1 VGLUT2,Amygdala excitatory,Amex_405,Amex_405_1666
1667,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1667
1668,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1668
1669,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1669
1670,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1670
1671,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1671
1672,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1672
1673,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1673
1674,VGLUT2,Splatter,Splat_420,Splat_420_1674
1675,VGLUT1 VGLUT2,Amygdala excitatory,Amex_419,Amex_419_1675
1676,GABA HDC,Splatter,Splat_417,Splat_417_1676
1677,GABA HDC,Splatter,Splat_417,Splat_417_1677
1678,GABA HDC,Splatter,Splat_417,Splat_417_1678
1679,GABA HDC,Splatter,Splat_417,Splat_417_1679
1680,GABA HDC,Splatter,Splat_417,Splat_417_1680
1681,GABA HDC,Splatter,Splat_417,Splat_417_1681
1682,GABA HDC,Splatter,Splat_417,Splat_417_1682
1683,GABA HDC,Splatter,Splat_417,Splat_417_1683
1684,GABA VGLUT2,Splatter,Splat_415,Splat_415_1684
1685,GABA VGLUT2,Splatter,Splat_415,Splat_415_1685
1686,GABA VGLUT2,Splatter,Splat_415,Splat_415_1686
1687,GABA,Splatter,Splat_423,Splat_423_1687
1688,GABA,Splatter,Splat_423,Splat_423_1688
1689,GABA,Splatter,Splat_391,Splat_391_1689
1690,GABA,Splatter,Splat_391,Splat_391_1690
1691,GABA,Splatter,Splat_390,Splat_390_1691
1692,GABA,Splatter,Splat_393,Splat_393_1692
1693,GABA,Splatter,Splat_393,Splat_393_1693
1694,GABA,Splatter,Splat_393,Splat_393_1694
1695,GABA,Splatter,Splat_424,Splat_424_1695
1696,GABA,Splatter,Splat_392,Splat_392_1696
1697,GABA,Splatter,Splat_392,Splat_392_1697
1698,GABA,Splatter,Splat_392,Splat_392_1698
1699,GABA,Splatter,Splat_392,Splat_392_1699
1700,GABA,Splatter,Splat_392,Splat_392_1700
1701,GABA,Splatter,Splat_392,Splat_392_1701
1702,GABA,Splatter,Splat_392,Splat_392_1702
1703,GABA,Splatter,Splat_392,Splat_392_1703
1704,GABA,Splatter,Splat_392,Splat_392_1704
1705,GABA,Splatter,Splat_392,Splat_392_1705
1706,GABA,Splatter,Splat_392,Splat_392_1706
1707,GABA,Splatter,Splat_392,Splat_392_1707
1708,GABA,Medium spiny neuron,MSN_427,MSN_427_1708
1709,GABA,Medium spiny neuron,MSN_427,MSN_427_1709
1710,GABA,Medium spiny neuron,MSN_427,MSN_427_1710
1711,GABA,Medium spiny neuron,MSN_427,MSN_427_1711
1712,GABA,Medium spiny neuron,MSN_427,MSN_427_1712
1713,GABA,Medium spiny neuron,MSN_427,MSN_427_1713
1714,GABA,Medium spiny neuron,MSN_427,MSN_427_1714
1715,GABA,Splatter,Splat_422,Splat_422_1715
1716,GABA,Splatter,Splat_421,Splat_421_1716
1717,GABA,Splatter,Splat_421,Splat_421_1717
1718,GABA,Medium spiny neuron,MSN_427,MSN_427_1718
1719,GABA,Medium spiny neuron,MSN_427,MSN_427_1719
1720,GABA,Medium spiny neuron,MSN_427,MSN_427_1720
1721,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1721
1722,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1722
1723,GABA,Medium spiny neuron,MSN_217,MSN_217_1723
1724,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1724
1725,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1725
1726,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1726
1727,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1727
1728,GABA,Medium spiny neuron,MSN_217,MSN_217_1728
1729,GABA,Splatter,Splat_428,Splat_428_1729
1730,GABA,Splatter,Splat_428,Splat_428_1730
1731,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1731
1732,GABA,Splatter,Splat_403,Splat_403_1732
1733,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1733
1734,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1734
1735,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1735
1736,GABA,Eccentric medium spiny neuron,EMSN_426,EMSN_426_1736
1737,GABA,Splatter,Splat_423,Splat_423_1737
1738,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1738
1739,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1739
1740,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1740
1741,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1741
1742,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1742
1743,GABA,Splatter,Splat_425,Splat_425_1743
1744,GABA,Splatter,Splat_425,Splat_425_1744
1745,GABA,Splatter,Splat_425,Splat_425_1745
1746,GABA,Splatter,Splat_425,Splat_425_1746
1747,GABA,Splatter,Splat_425,Splat_425_1747
1748,GABA,Splatter,Splat_423,Splat_423_1748
1749,GABA,Splatter,Splat_424,Splat_424_1749
1750,GABA,Splatter,Splat_424,Splat_424_1750
1751,GABA,Splatter,Splat_424,Splat_424_1751
1752,GABA,Splatter,Splat_424,Splat_424_1752
1753,GABA,Splatter,Splat_425,Splat_425_1753
1754,GABA,Splatter,Splat_425,Splat_425_1754
1755,GABA,Splatter,Splat_425,Splat_425_1755
1756,GABA,Splatter,Splat_425,Splat_425_1756
1757,GABA,Splatter,Splat_424,Splat_424_1757
1758,GABA,Splatter,Splat_424,Splat_424_1758
1759,GABA,Splatter,Splat_424,Splat_424_1759
1760,GABA,Splatter,Splat_424,Splat_424_1760
1761,GABA,Splatter,Splat_425,Splat_425_1761
1762,GABA,Splatter,Splat_425,Splat_425_1762
1763,GABA,Splatter,Splat_425,Splat_425_1763
1764,GABA,Splatter,Splat_425,Splat_425_1764
1765,GABA,Splatter,Splat_424,Splat_424_1765
1766,GABA,Splatter,Splat_424,Splat_424_1766
1767,GABA,Splatter,Splat_424,Splat_424_1767
1768,GABA,Splatter,Splat_424,Splat_424_1768
1769,GABA,Splatter,Splat_423,Splat_423_1769
1770,GABA,Splatter,Splat_423,Splat_423_1770
1771,GABA,Splatter,Splat_423,Splat_423_1771
1772,GABA,Splatter,Splat_423,Splat_423_1772
1773,GABA,Splatter,Splat_423,Splat_423_1773
1774,GABA,Splatter,Splat_425,Splat_425_1774
1775,GABA,Splatter,Splat_425,Splat_425_1775
1776,GABA,Splatter,Splat_425,Splat_425_1776
1777,GABA,Splatter,Splat_423,Splat_423_1777
1778,GABA,Splatter,Splat_423,Splat_423_1778
1779,GABA,Splatter,Splat_423,Splat_423_1779
1780,GABA,Splatter,Splat_423,Splat_423_1780
1781,GABA,Splatter,Splat_423,Splat_423_1781
1782,GABA,Splatter,Splat_421,Splat_421_1782
1783,GABA,Splatter,Splat_421,Splat_421_1783
1784,GABA,Splatter,Splat_421,Splat_421_1784
1785,GABA,Splatter,Splat_421,Splat_421_1785
1786,HDC VGLUT2,Splatter,Splat_418,Splat_418_1786
1787,HDC VGLUT2,Splatter,Splat_418,Splat_418_1787
1788,HDC VGLUT2,Splatter,Splat_418,Splat_418_1788
1789,HDC VGLUT2,Splatter,Splat_418,Splat_418_1789
1790,HDC VGLUT2,Splatter,Splat_418,Splat_418_1790
1791,HDC VGLUT2,Splatter,Splat_418,Splat_418_1791
1792,HDC VGLUT2,Splatter,Splat_418,Splat_418_1792
1793,HDC VGLUT2,Splatter,Splat_418,Splat_418_1793
1794,HDC VGLUT2,Splatter,Splat_418,Splat_418_1794
1795,HDC VGLUT2,Splatter,Splat_418,Splat_418_1795
1796,HDC VGLUT2,Splatter,Splat_418,Splat_418_1796
1797,HDC VGLUT2,Splatter,Splat_418,Splat_418_1797
1798,HDC VGLUT2,Splatter,Splat_418,Splat_418_1798
1799,HDC VGLUT2,Splatter,Splat_418,Splat_418_1799
1800,GABA,Splatter,Splat_428,Splat_428_1800
1801,GABA,Splatter,Splat_428,Splat_428_1801
1802,GABA,Splatter,Splat_428,Splat_428_1802
1803,GABA,Splatter,Splat_429,Splat_429_1803
1804,GABA,Splatter,Splat_428,Splat_428_1804
1805,GABA,Splatter,Splat_429,Splat_429_1805
1806,GABA,Splatter,Splat_429,Splat_429_1806
1807,GABA,Splatter,Splat_429,Splat_429_1807
1808,GABA,Splatter,Splat_429,Splat_429_1808
1809,GABA,Splatter,Splat_429,Splat_429_1809
1810,GABA,Splatter,Splat_429,Splat_429_1810
1811,GABA,Splatter,Splat_429,Splat_429_1811
1812,GABA,Splatter,Splat_429,Splat_429_1812
1813,GABA,Splatter,Splat_429,Splat_429_1813
1814,GABA,Splatter,Splat_429,Splat_429_1814
1815,GABA,Splatter,Splat_429,Splat_429_1815
1816,GABA,Splatter,Splat_429,Splat_429_1816
1817,GABA,Splatter,Splat_429,Splat_429_1817
1818,GABA,Splatter,Splat_429,Splat_429_1818
1819,GABA,Splatter,Splat_416,Splat_416_1819
1820,GABA,Splatter,Splat_428,Splat_428_1820
1821,GABA,Splatter,Splat_428,Splat_428_1821
1822,GABA,Splatter,Splat_428,Splat_428_1822
1823,GABA,Splatter,Splat_428,Splat_428_1823
1824,GABA,Splatter,Splat_429,Splat_429_1824
1825,VGLUT2,Mammillary body,Mmb_323,Mmb_323_1825
1826,VGLUT2,Mammillary body,Mmb_325,Mmb_325_1826
1827,VGLUT2,Mammillary body,Mmb_323,Mmb_323_1827
1828,VGLUT2,Mammillary body,Mmb_323,Mmb_323_1828
1829,VGLUT2,Mammillary body,Mmb_323,Mmb_323_1829
1830,VGLUT2,Mammillary body,Mmb_323,Mmb_323_1830
1831,VGLUT2,Mammillary body,Mmb_323,Mmb_323_1831
1832,HDC VGLUT2,Mammillary body,Mmb_329,Mmb_329_1832
1833,HDC VGLUT2,Mammillary body,Mmb_329,Mmb_329_1833
1834,HDC VGLUT2,Mammillary body,Mmb_329,Mmb_329_1834
1835,HDC VGLUT2,Mammillary body,Mmb_329,Mmb_329_1835
